Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 9/9",,,,
Measured Values,,"Scope 1/1, Sample 9/9",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,78.3,,23.6,,
28,0.0400,18.1,0.0400,23.6,-60.2,
58,0.0800,-12.7,0.0400,23.6,-30.8,
88,0.1200,-22.9,0.0400,23.6,-10.2,
91,0.1600,-23.3,0.0400,23.6,-0.4,
95,0.2000,-23.1,0.0400,23.6,0.2,
119,0.2400,-17.5,0.0400,23.6,5.6,
134,0.2800,-13.9,0.0400,23.6,3.6,
148,0.3200,-10.8,0.0400,23.6,3.1,
154,0.3600,-9.2,0.0400,23.6,1.6,
175,0.4000,-3.9,0.0400,23.6,5.3,
184,0.4400,-1.7,0.0400,23.6,2.2,
188,0.4800,-0.5,0.0400,23.6,1.2,
192,0.5200,-0.8,0.0400,23.6,-0.3,
201,0.5600,1.9,0.0400,23.6,2.7,
206,0.6000,3.3,0.0400,23.6,1.4,
211,0.6400,4.6,0.0400,23.6,1.3,
215,0.6800,5.4,0.0400,23.6,0.8,
238,0.7200,11.2,0.0400,23.6,5.8,
243,0.7600,12.4,0.0400,23.6,1.2,
248,0.8000,14.4,0.0400,23.6,2.0,
254,0.8400,15.5,0.0400,23.6,1.1,
260,0.8800,17.1,0.0400,23.6,1.6,
266,0.9200,18.8,0.0400,23.6,1.7,
273,0.9600,20.8,0.0400,23.6,2.0,
280,1.0000,22.8,0.0400,23.6,2.0,
288,1.0400,24.5,0.0400,23.6,1.7,
294,1.0800,26.4,0.0400,23.6,1.9,
301,1.1200,28.0,0.0400,23.6,1.6,
310,1.1600,29.9,0.0400,23.6,1.9,
318,1.2000,31.9,0.0400,23.6,2.0,
325,1.2400,33.6,0.0400,23.6,1.7,
333,1.2800,35.5,0.0400,23.6,1.9,
341,1.3200,37.6,0.0400,23.6,2.1,
349,1.3600,39.6,0.0400,23.6,2.0,
355,1.4000,41.9,0.0400,23.6,2.3,
362,1.4400,44.1,0.0400,23.6,2.2,
367,1.4800,47.2,0.0400,23.6,3.1,
372,1.5200,49.5,0.0400,23.5,2.3,
379,1.5600,51.2,0.0400,23.6,1.7,
384,1.6000,54.4,0.0400,23.6,3.2,
390,1.6400,56.6,0.0400,23.6,2.2,
404,1.6800,59.9,0.0400,23.6,3.3,
416,1.7200,63.4,0.0400,23.6,3.5,
425,1.7600,66.6,0.0400,23.6,3.2,
434,1.8000,70.6,0.0400,23.6,4.0,
447,1.8400,74.7,0.0400,23.5,4.1,
458,1.8800,79.2,0.0400,23.5,4.5,
468,1.9200,84.3,0.0400,23.6,5.1,
475,1.9600,90.9,0.0400,23.6,6.6,
494,2.0000,98.7,0.0400,23.5,7.8,
516,2.0400,109.4,0.0400,23.6,10.7,
535,2.0800,122.0,0.0400,23.5,12.6,
558,2.1200,138.7,0.0400,23.5,16.7,361.92
574,2.1600,154.0,0.0400,23.5,15.3,342.51
585,2.2000,165.6,0.0400,23.5,11.6,289.40
593,2.2400,174.1,0.0400,23.5,8.5,220.31
599,2.2800,181.0,0.0400,23.5,6.9,156.34
724,2.3000,184.5,0.0200,23.5,3.5,135.35
730,2.3200,187.0,0.0200,23.5,2.5,124.71
735,2.3400,189.2,0.0200,23.5,2.2,114.88
740,2.3600,191.2,0.0200,23.5,2.0,105.39
744,2.3800,193.6,0.0200,23.5,2.4,100.16
749,2.4000,195.4,0.0200,23.5,1.8,94.81
753,2.4200,197.2,0.0200,23.5,1.8,85.27
