Tank,Mass,Salinity
20160712_CRM,99.95,33.331
20160712_S34,99.92,33.9
20160712_S16,100.02,34
20160712_S31,99.92,33.7
20160712_S33,100,34
20160712_S32,100.21,33.9
20160712_S13,100.06,34.1
20160712_S14,100.14,34.1
20160712_S15,100,34
20160712_S8,99.97,33.9
20160712_S42,100.15,34.2
20160712_S38,99.93,34.6
20160712_S12,100.13,34.3
20160712_S41,100.16,33.9
20160712_S6,99.99,34.5
20160712_S40,99.96,34.4
20160712_S10,99.96,34.1
20160712_S11,100.1,34.1
20160712_S39,99.98,34.7
