Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6384


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,04/08/2016 , 13:15:00,5558,5558
2,04/08/2016 , 13:30:00,4993,4993
3,04/08/2016 , 13:45:00,3539,3539
4,04/08/2016 , 14:00:00,4980,4980
5,04/08/2016 , 14:15:00,4361,4361
6,04/08/2016 , 14:30:00,3418,3418
7,04/08/2016 , 14:45:00,3688,3688
8,04/08/2016 , 15:00:00,4452,4452
9,04/08/2016 , 15:15:00,3132,3132
10,04/08/2016 , 15:30:00,2304,2304
11,04/08/2016 , 15:45:00,3298,3298
12,04/08/2016 , 16:00:00,2134,2134
13,04/08/2016 , 16:15:00,1271,1271
14,04/08/2016 , 16:30:00,826,826
15,04/08/2016 , 16:45:00,1060,1060
16,04/08/2016 , 17:00:00,771,771
17,04/08/2016 , 17:15:00,819,819
18,04/08/2016 , 17:30:00,539,539
19,04/08/2016 , 17:45:00,511,511
20,04/08/2016 , 18:00:00,251,251
21,04/08/2016 , 18:15:00,232,232
22,04/08/2016 , 18:30:00,163,163
23,04/08/2016 , 18:45:00,74,74
24,04/08/2016 , 19:00:00,49,49
25,04/08/2016 , 19:15:00,20,20
26,04/08/2016 , 19:30:00,2,2
27,04/08/2016 , 19:45:00,0,0
28,04/08/2016 , 20:00:00,0,0
29,04/08/2016 , 20:15:00,0,0
30,04/08/2016 , 20:30:00,0,0
31,04/08/2016 , 20:45:00,0,0
32,04/08/2016 , 21:00:00,0,0
33,04/08/2016 , 21:15:00,0,0
34,04/08/2016 , 21:30:00,0,0
35,04/08/2016 , 21:45:00,0,0
36,04/08/2016 , 22:00:00,0,0
37,04/08/2016 , 22:15:00,0,0
38,04/08/2016 , 22:30:00,0,0
39,04/08/2016 , 22:45:00,0,0
40,04/08/2016 , 23:00:00,0,0
41,04/08/2016 , 23:15:00,0,0
42,04/08/2016 , 23:30:00,0,0
43,04/08/2016 , 23:45:00,0,0
44,04/08/2016 , 24:00:00,0,0
45,05/08/2016 , 00:15:00,0,0
46,05/08/2016 , 00:30:00,0,0
47,05/08/2016 , 00:45:00,0,0
48,05/08/2016 , 01:00:00,0,0
49,05/08/2016 , 01:15:00,0,0
50,05/08/2016 , 01:30:00,0,0
51,05/08/2016 , 01:45:00,0,0
52,05/08/2016 , 02:00:00,0,0
53,05/08/2016 , 02:15:00,0,0
54,05/08/2016 , 02:30:00,0,0
55,05/08/2016 , 02:45:00,0,0
56,05/08/2016 , 03:00:00,0,0
57,05/08/2016 , 03:15:00,0,0
58,05/08/2016 , 03:30:00,0,0
59,05/08/2016 , 03:45:00,0,0
60,05/08/2016 , 04:00:00,0,0
61,05/08/2016 , 04:15:00,0,0
62,05/08/2016 , 04:30:00,0,0
63,05/08/2016 , 04:45:00,0,0
64,05/08/2016 , 05:00:00,0,0
65,05/08/2016 , 05:15:00,0,0
66,05/08/2016 , 05:30:00,0,0
67,05/08/2016 , 05:45:00,0,0
68,05/08/2016 , 06:00:00,0,0
69,05/08/2016 , 06:15:00,9,9
70,05/08/2016 , 06:30:00,33,33
71,05/08/2016 , 06:45:00,81,81
72,05/08/2016 , 07:00:00,144,144
73,05/08/2016 , 07:15:00,367,367
74,05/08/2016 , 07:30:00,261,261
75,05/08/2016 , 07:45:00,351,351
76,05/08/2016 , 08:00:00,444,444
77,05/08/2016 , 08:15:00,586,586
78,05/08/2016 , 08:30:00,822,822
79,05/08/2016 , 08:45:00,1061,1061
80,05/08/2016 , 09:00:00,937,937
81,05/08/2016 , 09:15:00,2340,2340
82,05/08/2016 , 09:30:00,2277,2277
83,05/08/2016 , 09:45:00,1924,1924
84,05/08/2016 , 10:00:00,1741,1741
85,05/08/2016 , 10:15:00,1114,1114
86,05/08/2016 , 10:30:00,1536,1536
87,05/08/2016 , 10:45:00,3041,3041
88,05/08/2016 , 11:00:00,2850,2850
89,05/08/2016 , 11:15:00,4558,4558
90,05/08/2016 , 11:30:00,5484,5484
91,05/08/2016 , 11:45:00,6413,6413
92,05/08/2016 , 12:00:00,5400,5400
93,05/08/2016 , 12:15:00,3122,3122
94,05/08/2016 , 12:30:00,2190,2190
95,05/08/2016 , 12:45:00,2206,2206
96,05/08/2016 , 13:00:00,2474,2474
97,05/08/2016 , 13:15:00,2295,2295
98,05/08/2016 , 13:30:00,1558,1558
99,05/08/2016 , 13:45:00,1857,1857
100,05/08/2016 , 14:00:00,2869,2869
101,05/08/2016 , 14:15:00,1907,1907
102,05/08/2016 , 14:30:00,2223,2223
103,05/08/2016 , 14:45:00,1520,1520
104,05/08/2016 , 15:00:00,2291,2291
105,05/08/2016 , 15:15:00,1791,1791
106,05/08/2016 , 15:30:00,2170,2170
107,05/08/2016 , 15:45:00,1500,1500
108,05/08/2016 , 16:00:00,1099,1099
