Tank,Mass,Salinity
20160126_CRM,100.04,33.61
20160126_Tank11,99.98,34.51
20160126_Tank12,100.04,34.53
20160126_Tank13,100,34.45
20160126_Tank14,100.01,34.51
20160126_Tank15,99.98,34.5
20160126_Tank16,99.99,34.43
20160126_Tank17,100.44,34.36
20160126_Tank18,100.21,34.37
