Tank,Mass,Salinity
20160122_CRM,99.07,32.985
20160122_Tank11,99.63,34
20160122_Tank12,100.63,34
20160122_Tank13,99.73,34
20160122_Tank14,99.6,34
20160122_Tank15,99.87,34
20160122_Tank16,100.05,34
20160122_Tank17,100.23,34
20160122_Tank18,100.11,34
