Tank,Mass,Salinity
20160404_CRM,100.1,33.561
20160404_TANK10,100.14,32.7
20160404_TANK11,100.16,33.6
20160404_TANK12,100.01,33.8
20160404_TANK13,100.12,33.7
20160404_TANK14,100.02,33.6
20160404_TANK15,99.99,33.6
20160404_TANK16,100.28,33.5
20160404_TANK17,100,33.6
20160404_TANK18,99.97,33.6
