Tank,Mass,Salinity
20160502_CRM,99.53,32.985
20160502_TANK10,99.99,34
20160502_TANK11,100,34.1
20160502_TANK12,100.12,34.1
20160502_TANK13,100,34.2
20160502_TANK14,100.02,34.2
20160502_TANK15,100.04,34.1
20160502_TANK16,100.22,34.1
20160502_TANK17,100.02,34.2
20160502_TANK18,100,34.2
