Tank,Mass,Salinity
20160804_CRM,100.02,33.331
20160804_TANK10,99.99,33.4
20160804_TANK11,100,33.5
20160804_TANK12,100.01,33.5
20160804_TANK13,100.02,33.4
20160804_TANK14,99.97,33.5
20160804_TANK15,100,33.5
20160804_TANK16,100.07,33.6
20160804_TANK17,99.98,33.5
20160804_TANK18,100.03,33.4
