Names,TA,Mass
20160222_CRM.csv,2219.391695,99.92
20160222_TANK10.csv,2166.182447,100.05
20160222_TANK11.csv,2125.57212,100.04
20160222_TANK12.csv,2138.098364,99.85
20160222_TANK13.csv,2161.370695,99.99
20160222_TANK14.csv,2161.941099,100.06
20160222_TANK15.csv,2168.12929,100.03
20160222_TANK16.csv,2161.610316,100.02
20160222_TANK17.csv,2161.357233,100
20160222_TANK18.csv,2158.895726,100.01
20160222mass.csv,NA,NA
