Tank,Mass,Salinity
20160222_CRM,99.92,33.561
20160222_TANK10,100.05,33.9
20160222_TANK11,100.04,33.9
20160222_TANK12,99.85,34.1
20160222_TANK13,99.99,33.8
20160222_TANK14,100.06,33.9
20160222_TANK15,100.03,34.2
20160222_TANK16,100.02,33.9
20160222_TANK17,100,33.7
20160222_TANK18,100.01,33.8
