Tank,Mass,Salinity
20160616_CRM,100.06,32.985
20160616_TANK10,100.03,33.8
20160616_TANK11,99.96,33.8
20160616_TANK12,100.13,33.8
20160616_TANK13,100.05,33.8
20160616_TANK14,100.09,33.8
20160616_TANK15,100.13,33.8
20160616_TANK16,100.18,33.8
20160616_TANK17,99.92,33.8
20160616_TANK18,99.96,33.8
