Site Name ,TANKS,,,
437,9/3/2016, 02:15:00,0,0
438,9/3/2016, 02:30:00,0,0
439,9/3/2016, 02:45:00,0,0
440,9/3/2016, 03:00:00,0,0
441,9/3/2016, 03:15:00,0,0
442,9/3/2016, 03:30:00,0,0
443,9/3/2016, 03:45:00,0,0
444,9/3/2016, 04:00:00,0,0
445,9/3/2016, 04:15:00,0,0
446,9/3/2016, 04:30:00,0,0
447,9/3/2016, 04:45:00,0,0
448,9/3/2016, 05:00:00,0,0
449,9/3/2016, 05:15:00,0,0
450,9/3/2016, 05:30:00,0,0
451,9/3/2016, 05:45:00,0,0
452,9/3/2016, 06:00:00,0,0
453,9/3/2016, 06:15:00,0,0
454,9/3/2016, 06:30:00,0,0
455,9/3/2016, 06:45:00,2,2
456,9/3/2016, 07:00:00,22,22
457,9/3/2016, 07:15:00,48,48
458,9/3/2016, 07:30:00,95,95
459,9/3/2016, 07:45:00,139,139
460,9/3/2016, 08:00:00,241,241
461,9/3/2016, 08:15:00,442,442
462,9/3/2016, 08:30:00,567,567
463,9/3/2016, 08:45:00,385,385
464,9/3/2016, 09:00:00,473,473
465,9/3/2016, 09:15:00,687,687
466,9/3/2016, 09:30:00,588,588
467,9/3/2016, 09:45:00,797,797
468,9/3/2016, 10:00:00,1027,1027
469,9/3/2016, 10:15:00,1245,1245
470,9/3/2016, 10:30:00,1422,1422
471,9/3/2016, 10:45:00,1778,1778
472,9/3/2016, 11:00:00,3035,3035
473,9/3/2016, 11:15:00,2802,2802
474,9/3/2016, 11:30:00,3551,3551
475,9/3/2016, 11:45:00,3753,3753
476,9/3/2016, 12:00:00,2429,2429
477,9/3/2016, 12:15:00,2114,2114
478,9/3/2016, 12:30:00,3689,3689
479,9/3/2016, 12:45:00,3726,3726
480,9/3/2016, 13:00:00,2410,2410
481,9/3/2016, 13:15:00,2502,2502
482,9/3/2016, 13:30:00,3230,3230
483,9/3/2016, 13:45:00,3091,3091
484,9/3/2016, 14:00:00,3310,3310
485,9/3/2016, 14:15:00,2893,2893
486,9/3/2016, 14:30:00,3162,3162
487,9/3/2016, 14:45:00,3055,3055
488,9/3/2016, 15:00:00,2818,2818
489,9/3/2016, 15:15:00,2026,2026
490,9/3/2016, 15:30:00,1424,1424
491,9/3/2016, 15:45:00,2048,2048
492,9/3/2016, 16:00:00,1473,1473
493,9/3/2016, 16:15:00,899,899
494,9/3/2016, 16:30:00,828,828
495,9/3/2016, 16:45:00,592,592
496,9/3/2016, 17:00:00,531,531
497,9/3/2016, 17:15:00,396,396
498,9/3/2016, 17:30:00,201,201
499,9/3/2016, 17:45:00,194,194
500,9/3/2016, 18:00:00,208,208
501,9/3/2016, 18:15:00,118,118
502,9/3/2016, 18:30:00,60,60
503,9/3/2016, 18:45:00,18,18
504,9/3/2016, 19:00:00,1,1
505,9/3/2016, 19:15:00,0,0
506,9/3/2016, 19:30:00,0,0
507,9/3/2016, 19:45:00,0,0
508,9/3/2016, 20:00:00,0,0
509,9/3/2016, 20:15:00,0,0
510,9/3/2016, 20:30:00,0,0
511,9/3/2016, 20:45:00,0,0
512,9/3/2016, 21:00:00,0,0
513,9/3/2016, 21:15:00,0,0
514,9/3/2016, 21:30:00,0,0
515,9/3/2016, 21:45:00,0,0
516,9/3/2016, 22:00:00,0,0
517,9/3/2016, 22:15:00,0,0
518,9/3/2016, 22:30:00,0,0
519,9/3/2016, 22:45:00,0,0
520,9/3/2016, 23:00:00,0,0
521,9/3/2016, 23:15:00,0,0
522,9/3/2016, 23:30:00,0,0
523,9/3/2016, 23:45:00,0,0
524,9/3/2016, 24:00:00,0,0
525,10/3/2016, 00:15:00,0,0
526,10/3/2016, 00:30:00,0,0
527,10/3/2016, 00:45:00,0,0
528,10/3/2016, 01:00:00,0,0
529,10/3/2016, 01:15:00,0,0
530,10/3/2016, 01:30:00,0,0
531,10/3/2016, 01:45:00,0,0
532,10/3/2016, 02:00:00,0,0
533,10/3/2016, 02:15:00,0,0
534,10/3/2016, 02:30:00,0,0
535,10/3/2016, 02:45:00,0,0
536,10/3/2016, 03:00:00,0,0
537,10/3/2016, 03:15:00,0,0
538,10/3/2016, 03:30:00,0,0
539,10/3/2016, 03:45:00,0,0
540,10/3/2016, 04:00:00,0,0
541,10/3/2016, 04:15:00,0,0
542,10/3/2016, 04:30:00,0,0
543,10/3/2016, 04:45:00,0,0
544,10/3/2016, 05:00:00,0,0
545,10/3/2016, 05:15:00,0,0
546,10/3/2016, 05:30:00,0,0
547,10/3/2016, 05:45:00,0,0
548,10/3/2016, 06:00:00,0,0
549,10/3/2016, 06:15:00,0,0
550,10/3/2016, 06:30:00,0,0
551,10/3/2016, 06:45:00,3,3
552,10/3/2016, 07:00:00,23,23
553,10/3/2016, 07:15:00,58,58
554,10/3/2016, 07:30:00,113,113
555,10/3/2016, 07:45:00,130,130
556,10/3/2016, 08:00:00,222,222
557,10/3/2016, 08:15:00,184,184
558,10/3/2016, 08:30:00,492,492
559,10/3/2016, 08:45:00,679,679
560,10/3/2016, 09:00:00,583,583
561,10/3/2016, 09:15:00,532,532
562,10/3/2016, 09:30:00,1562,1562
563,10/3/2016, 09:45:00,4121,4121
564,10/3/2016, 10:00:00,1800,1800
565,10/3/2016, 10:15:00,1906,1906
566,10/3/2016, 10:30:00,2388,2388
567,10/3/2016, 10:45:00,2355,2355
568,10/3/2016, 11:00:00,2505,2505
569,10/3/2016, 11:15:00,2925,2925
570,10/3/2016, 11:30:00,2799,2799
571,10/3/2016, 11:45:00,3690,3690
572,10/3/2016, 12:00:00,4134,4134
573,10/3/2016, 12:15:00,4281,4281
574,10/3/2016, 12:30:00,3517,3517
575,10/3/2016, 12:45:00,2591,2591
576,10/3/2016, 13:00:00,3025,3025
577,10/3/2016, 13:15:00,3340,3340
578,10/3/2016, 13:30:00,3095,3095
579,10/3/2016, 13:45:00,3098,3098
580,10/3/2016, 14:00:00,1525,1525
581,10/3/2016, 14:15:00,1634,1634
582,10/3/2016, 14:30:00,1676,1676
583,10/3/2016, 14:45:00,1302,1302
584,10/3/2016, 15:00:00,1231,1231
585,10/3/2016, 15:15:00,1339,1339
586,10/3/2016, 15:30:00,1653,1653
587,10/3/2016, 15:45:00,1031,1031
588,10/3/2016, 16:00:00,939,939
589,10/3/2016, 16:15:00,1423,1423
590,10/3/2016, 16:30:00,762,762
591,10/3/2016, 16:45:00,498,498
592,10/3/2016, 17:00:00,488,488
593,10/3/2016, 17:15:00,463,463
594,10/3/2016, 17:30:00,379,379
595,10/3/2016, 17:45:00,225,225
596,10/3/2016, 18:00:00,176,176
597,10/3/2016, 18:15:00,98,98
598,10/3/2016, 18:30:00,57,57
599,10/3/2016, 18:45:00,17,17
600,10/3/2016, 19:00:00,1,1
601,10/3/2016, 19:15:00,0,0
602,10/3/2016, 19:30:00,0,0
603,10/3/2016, 19:45:00,0,0
604,10/3/2016, 20:00:00,0,0
605,10/3/2016, 20:15:00,0,0
606,10/3/2016, 20:30:00,0,0
607,10/3/2016, 20:45:00,0,0
608,10/3/2016, 21:00:00,0,0
609,10/3/2016, 21:15:00,0,0
610,10/3/2016, 21:30:00,0,0
611,10/3/2016, 21:45:00,0,0
612,10/3/2016, 22:00:00,0,0
613,10/3/2016, 22:15:00,0,0
614,10/3/2016, 22:30:00,0,0
615,10/3/2016, 22:45:00,0,0
616,10/3/2016, 23:00:00,0,0
617,10/3/2016, 23:15:00,0,0
618,10/3/2016, 23:30:00,0,0
619,10/3/2016, 23:45:00,0,0
620,10/3/2016, 24:00:00,0,0
621,11/3/2016, 00:15:00,0,0
622,11/3/2016, 00:30:00,0,0
623,11/3/2016, 00:45:00,0,0
624,11/3/2016, 01:00:00,0,0
625,11/3/2016, 01:15:00,0,0
626,11/3/2016, 01:30:00,0,0
627,11/3/2016, 01:45:00,0,0
628,11/3/2016, 02:00:00,0,0
629,11/3/2016, 02:15:00,0,0
630,11/3/2016, 02:30:00,0,0
631,11/3/2016, 02:45:00,0,0
632,11/3/2016, 03:00:00,0,0
633,11/3/2016, 03:15:00,0,0
634,11/3/2016, 03:30:00,0,0
635,11/3/2016, 03:45:00,0,0
636,11/3/2016, 04:00:00,0,0
637,11/3/2016, 04:15:00,0,0
638,11/3/2016, 04:30:00,0,0
639,11/3/2016, 04:45:00,0,0
640,11/3/2016, 05:00:00,0,0
641,11/3/2016, 05:15:00,0,0
642,11/3/2016, 05:30:00,0,0
643,11/3/2016, 05:45:00,0,0
644,11/3/2016, 06:00:00,0,0
645,11/3/2016, 06:15:00,0,0
646,11/3/2016, 06:30:00,0,0
647,11/3/2016, 06:45:00,2,2
648,11/3/2016, 07:00:00,17,17
649,11/3/2016, 07:15:00,42,42
650,11/3/2016, 07:30:00,101,101
651,11/3/2016, 07:45:00,166,166
652,11/3/2016, 08:00:00,179,179
653,11/3/2016, 08:15:00,361,361
654,11/3/2016, 08:30:00,413,413
655,11/3/2016, 08:45:00,524,524
656,11/3/2016, 09:00:00,593,593
657,11/3/2016, 09:15:00,828,828
658,11/3/2016, 09:30:00,848,848
659,11/3/2016, 09:45:00,574,574
660,11/3/2016, 10:00:00,831,831
661,11/3/2016, 10:15:00,1354,1354
662,11/3/2016, 10:30:00,1621,1621
663,11/3/2016, 10:45:00,2036,2036
664,11/3/2016, 11:00:00,2289,2289
665,11/3/2016, 11:15:00,2068,2068
666,11/3/2016, 11:30:00,1548,1548
667,11/3/2016, 11:45:00,1404,1404
668,11/3/2016, 12:00:00,1530,1530
669,11/3/2016, 12:15:00,1627,1627
670,11/3/2016, 12:30:00,2471,2471
671,11/3/2016, 12:45:00,1779,1779
672,11/3/2016, 13:00:00,3239,3239
673,11/3/2016, 13:15:00,2763,2763
674,11/3/2016, 13:30:00,1833,1833
675,11/3/2016, 13:45:00,1724,1724
