Tank,Mass,Salinity
20160324_CRM,100,33.561
20160324_TANK10,100.12,33.8
20160324_TANK11,99.98,33.9
20160324_TANK12,100,33.7
20160324_TANK13,99.98,33.8
20160324_TANK14,100.02,33.9
20160324_TANK15,100.54,34
20160324_TANK16,100.03,33.7
20160324_TANK17,100.21,33.8
20160324_TANK18,100.1,33.9
