Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6383


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,15/03/2016 , 12:00:00,2587,2587
2,15/03/2016 , 12:15:00,1480,1480
3,15/03/2016 , 12:30:00,1007,1007
4,15/03/2016 , 12:45:00,1144,1144
5,15/03/2016 , 13:00:00,1470,1470
6,15/03/2016 , 13:15:00,1867,1867
7,15/03/2016 , 13:30:00,1472,1472
8,15/03/2016 , 13:45:00,1791,1791
9,15/03/2016 , 14:00:00,1267,1267
10,15/03/2016 , 14:15:00,1201,1201
11,15/03/2016 , 14:30:00,1419,1419
12,15/03/2016 , 14:45:00,924,924
13,15/03/2016 , 15:00:00,1195,1195
14,15/03/2016 , 15:15:00,1228,1228
15,15/03/2016 , 15:30:00,524,524
16,15/03/2016 , 15:45:00,304,304
17,15/03/2016 , 16:00:00,358,358
18,15/03/2016 , 16:15:00,1092,1092
19,15/03/2016 , 16:30:00,3093,3093
20,15/03/2016 , 16:45:00,1347,1347
21,15/03/2016 , 17:00:00,2159,2159
22,15/03/2016 , 17:15:00,1131,1131
23,15/03/2016 , 17:30:00,357,357
24,15/03/2016 , 17:45:00,195,195
25,15/03/2016 , 18:00:00,127,127
26,15/03/2016 , 18:15:00,156,156
27,15/03/2016 , 18:30:00,82,82
28,15/03/2016 , 18:45:00,25,25
29,15/03/2016 , 19:00:00,3,3
30,15/03/2016 , 19:15:00,0,0
31,15/03/2016 , 19:30:00,0,0
32,15/03/2016 , 19:45:00,0,0
33,15/03/2016 , 20:00:00,0,0
34,15/03/2016 , 20:15:00,0,0
35,15/03/2016 , 20:30:00,0,0
36,15/03/2016 , 20:45:00,0,0
37,15/03/2016 , 21:00:00,0,0
38,15/03/2016 , 21:15:00,0,0
39,15/03/2016 , 21:30:00,0,0
40,15/03/2016 , 21:45:00,0,0
41,15/03/2016 , 22:00:00,0,0
42,15/03/2016 , 22:15:00,0,0
43,15/03/2016 , 22:30:00,0,0
44,15/03/2016 , 22:45:00,0,0
45,15/03/2016 , 23:00:00,0,0
46,15/03/2016 , 23:15:00,0,0
47,15/03/2016 , 23:30:00,0,0
48,15/03/2016 , 23:45:00,0,0
49,15/03/2016 , 24:00:00,0,0
50,16/03/2016 , 00:15:00,0,0
51,16/03/2016 , 00:30:00,0,0
52,16/03/2016 , 00:45:00,0,0
53,16/03/2016 , 01:00:00,0,0
54,16/03/2016 , 01:15:00,0,0
55,16/03/2016 , 01:30:00,0,0
56,16/03/2016 , 01:45:00,0,0
57,16/03/2016 , 02:00:00,0,0
58,16/03/2016 , 02:15:00,0,0
59,16/03/2016 , 02:30:00,0,0
60,16/03/2016 , 02:45:00,0,0
61,16/03/2016 , 03:00:00,0,0
62,16/03/2016 , 03:15:00,0,0
63,16/03/2016 , 03:30:00,0,0
64,16/03/2016 , 03:45:00,0,0
65,16/03/2016 , 04:00:00,0,0
66,16/03/2016 , 04:15:00,0,0
67,16/03/2016 , 04:30:00,0,0
68,16/03/2016 , 04:45:00,0,0
69,16/03/2016 , 05:00:00,0,0
70,16/03/2016 , 05:15:00,0,0
71,16/03/2016 , 05:30:00,0,0
72,16/03/2016 , 05:45:00,0,0
73,16/03/2016 , 06:00:00,0,0
74,16/03/2016 , 06:15:00,0,0
75,16/03/2016 , 06:30:00,0,0
76,16/03/2016 , 06:45:00,5,5
77,16/03/2016 , 07:00:00,25,25
78,16/03/2016 , 07:15:00,72,72
79,16/03/2016 , 07:30:00,166,166
80,16/03/2016 , 07:45:00,212,212
81,16/03/2016 , 08:00:00,249,249
82,16/03/2016 , 08:15:00,222,222
83,16/03/2016 , 08:30:00,325,325
84,16/03/2016 , 08:45:00,423,423
85,16/03/2016 , 09:00:00,414,414
86,16/03/2016 , 09:15:00,760,760
87,16/03/2016 , 09:30:00,838,838
88,16/03/2016 , 09:45:00,886,886
89,16/03/2016 , 10:00:00,1069,1069
90,16/03/2016 , 10:15:00,887,887
91,16/03/2016 , 10:30:00,812,812
92,16/03/2016 , 10:45:00,936,936
93,16/03/2016 , 11:00:00,851,851
94,16/03/2016 , 11:15:00,747,747
95,16/03/2016 , 11:30:00,892,892
96,16/03/2016 , 11:45:00,864,864
97,16/03/2016 , 12:00:00,825,825
98,16/03/2016 , 12:15:00,940,940
99,16/03/2016 , 12:30:00,994,994
100,16/03/2016 , 12:45:00,1070,1070
101,16/03/2016 , 13:00:00,1378,1378
102,16/03/2016 , 13:15:00,1355,1355
103,16/03/2016 , 13:30:00,827,827
104,16/03/2016 , 13:45:00,943,943
105,16/03/2016 , 14:00:00,873,873
106,16/03/2016 , 14:15:00,805,805
107,16/03/2016 , 14:30:00,765,765
108,16/03/2016 , 14:45:00,783,783
109,16/03/2016 , 15:00:00,838,838
110,16/03/2016 , 15:15:00,883,883
