Tank,Mass,Salinity
20160509_CRM,99.98,32.985
20160509_TANK10,99.96,33.7
20160509_TANK11,100.04,33.5
20160509_TANK12,100,33.5
20160509_TANK13,100.04,33.6
20160509_TANK14,100.06,33.8
20160509_TANK15,100.05,33.6
20160509_TANK16,99.98,33.7
20160509_TANK17,99.99,33.6
20160509_TANK18,100,33.7
