Tank,Mass,Salinity
20160811_CRM,99.98,33.331
20160811_TANK10,100.12,33.4
20160811_TANK11,100.02,33.4
20160811_TANK12,99.93,33.4
20160811_TANK13,99.86,33.5
20160811_TANK14,100.24,33.4
20160811_TANK15,99.77,33.5
20160811_TANK16,100.05,33.5
20160811_TANK17,99.83,33.5
20160811_TANK18,99.92,33.5
