Names,TA,Mass
20160215_CRM1.csv,2207.671007,100.07
20160215_Tank10.csv,2149.561782,100.03
20160215_Tank11.csv,2155.562917,100.55
20160215_Tank12.csv,2149.99831,100.23
20160215_Tank13.csv,2168.411005,99.3
20160215_Tank14.csv,2162.962188,99.01
20160215_Tank15.csv,2172.952572,99.4
20160215_Tank16.csv,2172.136036,99.7
20160215_Tank17.csv,2170.126864,99.45
20160215_Tank18.csv,2164.247055,99.19
