Tank,Mass,Salinity
20160630_CRM,100.05,33.624
20160630_TANK10,100.15,33.7
20160630_TANK11,99.95,33.8
20160630_TANK12,100.01,33.8
20160630_TANK13,99.95,33.4
20160630_TANK14,100.07,33.6
20160630_TANK15,99.99,33.6
20160630_TANK16,99.94,33.8
20160630_TANK17,99.93,33.7
20160630_TANK18,99.96,33.7
20160630_TANK4,99.97,34
20160630_TANK5,99.98,33.7
20160630_TANK6,100.05,34.1
20160630_TANK8,100,33.7
20160630_TANK9,100,34
