"Names","TA","Mass"
"20160630_CRM.csv",2231.83277143076,100.05,NA
"20160630_TANK04.csv",NA,NA,NA
"20160630_TANK05.csv",NA,NA,NA
"20160630_TANK06.csv",NA,NA,NA
"20160630_TANK08.csv",NA,NA,NA
"20160630_TANK09.csv",NA,NA,NA
"20160630_TANK10.csv",NA,NA,NA
"20160630_TANK11.csv",NA,NA,NA
"20160630_TANK12.csv",NA,NA,NA
"20160630_TANK13.csv",NA,NA,NA
"20160630_TANK14.csv",NA,NA,NA
"20160630_TANK15.csv",NA,NA,NA
"20160630_TANK16.csv",NA,NA,NA
"20160630_TANK17.csv",NA,NA,NA
"20160630_TANK18.csv",NA,NA,NA
"20160630mass.csv",NA,NA,NA
"TA 20160630 .csv",NA,NA,NA
