Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6382


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,17/02/2016 , 11:30:00,4245,4245
2,17/02/2016 , 11:45:00,5121,5121
3,17/02/2016 , 12:00:00,3324,3324
4,17/02/2016 , 12:15:00,4357,4357
5,17/02/2016 , 12:30:00,2061,2061
6,17/02/2016 , 12:45:00,1812,1812
7,17/02/2016 , 13:00:00,1967,1967
8,17/02/2016 , 13:15:00,1874,1874
9,17/02/2016 , 13:30:00,1781,1781
10,17/02/2016 , 13:45:00,1825,1825
11,17/02/2016 , 14:00:00,1892,1892
12,17/02/2016 , 14:15:00,1927,1927
13,17/02/2016 , 14:30:00,1437,1437
14,17/02/2016 , 14:45:00,1324,1324
15,17/02/2016 , 15:00:00,1131,1131
16,17/02/2016 , 15:15:00,887,887
17,17/02/2016 , 15:30:00,1828,1828
18,17/02/2016 , 15:45:00,1216,1216
19,17/02/2016 , 16:00:00,619,619
20,17/02/2016 , 16:15:00,710,710
21,17/02/2016 , 16:30:00,593,593
22,17/02/2016 , 16:45:00,529,529
23,17/02/2016 , 17:00:00,544,544
24,17/02/2016 , 17:15:00,401,401
25,17/02/2016 , 17:30:00,299,299
26,17/02/2016 , 17:45:00,169,169
27,17/02/2016 , 18:00:00,135,135
28,17/02/2016 , 18:15:00,94,94
29,17/02/2016 , 18:30:00,35,35
30,17/02/2016 , 18:45:00,7,7
31,17/02/2016 , 19:00:00,0,0
32,17/02/2016 , 19:15:00,0,0
33,17/02/2016 , 19:30:00,0,0
34,17/02/2016 , 19:45:00,0,0
35,17/02/2016 , 20:00:00,0,0
36,17/02/2016 , 20:15:00,0,0
37,17/02/2016 , 20:30:00,0,0
38,17/02/2016 , 20:45:00,0,0
39,17/02/2016 , 21:00:00,0,0
40,17/02/2016 , 21:15:00,0,0
41,17/02/2016 , 21:30:00,0,0
42,17/02/2016 , 21:45:00,0,0
43,17/02/2016 , 22:00:00,0,0
44,17/02/2016 , 22:15:00,0,0
45,17/02/2016 , 22:30:00,0,0
46,17/02/2016 , 22:45:00,0,0
47,17/02/2016 , 23:00:00,0,0
48,17/02/2016 , 23:15:00,0,0
49,17/02/2016 , 23:30:00,0,0
50,17/02/2016 , 23:45:00,0,0
51,17/02/2016 , 24:00:00,0,0
52,18/02/2016 , 00:15:00,0,0
53,18/02/2016 , 00:30:00,0,0
54,18/02/2016 , 00:45:00,0,0
55,18/02/2016 , 01:00:00,0,0
56,18/02/2016 , 01:15:00,0,0
57,18/02/2016 , 01:30:00,0,0
58,18/02/2016 , 01:45:00,0,0
59,18/02/2016 , 02:00:00,0,0
60,18/02/2016 , 02:15:00,0,0
61,18/02/2016 , 02:30:00,0,0
62,18/02/2016 , 02:45:00,0,0
63,18/02/2016 , 03:00:00,0,0
64,18/02/2016 , 03:15:00,0,0
65,18/02/2016 , 03:30:00,0,0
66,18/02/2016 , 03:45:00,0,0
67,18/02/2016 , 04:00:00,0,0
68,18/02/2016 , 04:15:00,0,0
69,18/02/2016 , 04:30:00,0,0
70,18/02/2016 , 04:45:00,0,0
71,18/02/2016 , 05:00:00,0,0
72,18/02/2016 , 05:15:00,0,0
73,18/02/2016 , 05:30:00,0,0
74,18/02/2016 , 05:45:00,0,0
75,18/02/2016 , 06:00:00,0,0
76,18/02/2016 , 06:15:00,0,0
77,18/02/2016 , 06:30:00,0,0
78,18/02/2016 , 06:45:00,0,0
79,18/02/2016 , 07:00:00,2,2
80,18/02/2016 , 07:15:00,21,21
81,18/02/2016 , 07:30:00,74,74
82,18/02/2016 , 07:45:00,171,171
83,18/02/2016 , 08:00:00,280,280
84,18/02/2016 , 08:15:00,250,250
85,18/02/2016 , 08:30:00,316,316
86,18/02/2016 , 08:45:00,618,618
87,18/02/2016 , 09:00:00,661,661
88,18/02/2016 , 09:15:00,1059,1059
89,18/02/2016 , 09:30:00,3152,3152
90,18/02/2016 , 09:45:00,5052,5052
91,18/02/2016 , 10:00:00,2217,2217
92,18/02/2016 , 10:15:00,1427,1427
93,18/02/2016 , 10:30:00,3042,3042
94,18/02/2016 , 10:45:00,2571,2571
95,18/02/2016 , 11:00:00,2004,2004
96,18/02/2016 , 11:15:00,1734,1734
97,18/02/2016 , 11:30:00,4077,4077
98,18/02/2016 , 11:45:00,4877,4877
99,18/02/2016 , 12:00:00,4108,4108
100,18/02/2016 , 12:15:00,3895,3895
101,18/02/2016 , 12:30:00,2129,2129
102,18/02/2016 , 12:45:00,1734,1734
103,18/02/2016 , 13:00:00,1948,1948
104,18/02/2016 , 13:15:00,2069,2069
105,18/02/2016 , 13:30:00,2136,2136
106,18/02/2016 , 13:45:00,1845,1845
107,18/02/2016 , 14:00:00,1610,1610
108,18/02/2016 , 14:15:00,1965,1965
