Tank,Mass,Salinity
20160208_CRM,100.12,33.561
20160208_Tank10,100.12,33.7
20160208_Tank11,100.22,33.7
20160208_Tank12,100.02,33.6
20160208_Tank13,100.4,33.9
20160208_Tank14,100.13,33.9
20160208_Tank15,100.22,33.6
20160208_Tank16,100.09,33.9
20160208_Tank17,100.05,33.8
20160208_Tank18,100.01,33.9
