Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6381


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,04/02/2016 , 17:15:00,210,210
2,04/02/2016 , 17:30:00,205,205
3,04/02/2016 , 17:45:00,171,171
4,04/02/2016 , 18:00:00,127,127
5,04/02/2016 , 18:15:00,82,82
6,04/02/2016 , 18:30:00,22,22
7,04/02/2016 , 18:45:00,2,2
8,04/02/2016 , 19:00:00,0,0
9,04/02/2016 , 19:15:00,0,0
10,04/02/2016 , 19:30:00,0,0
11,04/02/2016 , 19:45:00,0,0
12,04/02/2016 , 20:00:00,0,0
13,04/02/2016 , 20:15:00,0,0
14,04/02/2016 , 20:30:00,0,0
15,04/02/2016 , 20:45:00,0,0
16,04/02/2016 , 21:00:00,0,0
17,04/02/2016 , 21:15:00,0,0
18,04/02/2016 , 21:30:00,0,0
19,04/02/2016 , 21:45:00,0,0
20,04/02/2016 , 22:00:00,0,0
21,04/02/2016 , 22:15:00,0,0
22,04/02/2016 , 22:30:00,0,0
23,04/02/2016 , 22:45:00,0,0
24,04/02/2016 , 23:00:00,0,0
25,04/02/2016 , 23:15:00,0,0
26,04/02/2016 , 23:30:00,0,0
27,04/02/2016 , 23:45:00,0,0
28,04/02/2016 , 24:00:00,0,0
29,05/02/2016 , 00:15:00,0,0
30,05/02/2016 , 00:30:00,0,0
31,05/02/2016 , 00:45:00,0,0
32,05/02/2016 , 01:00:00,0,0
33,05/02/2016 , 01:15:00,0,0
34,05/02/2016 , 01:30:00,0,0
35,05/02/2016 , 01:45:00,0,0
36,05/02/2016 , 02:00:00,0,0
37,05/02/2016 , 02:15:00,0,0
38,05/02/2016 , 02:30:00,0,0
39,05/02/2016 , 02:45:00,0,0
40,05/02/2016 , 03:00:00,0,0
41,05/02/2016 , 03:15:00,0,0
42,05/02/2016 , 03:30:00,0,0
43,05/02/2016 , 03:45:00,0,0
44,05/02/2016 , 04:00:00,0,0
45,05/02/2016 , 04:15:00,0,0
46,05/02/2016 , 04:30:00,0,0
47,05/02/2016 , 04:45:00,0,0
48,05/02/2016 , 05:00:00,0,0
49,05/02/2016 , 05:15:00,0,0
50,05/02/2016 , 05:30:00,0,0
51,05/02/2016 , 05:45:00,0,0
52,05/02/2016 , 06:00:00,0,0
53,05/02/2016 , 06:15:00,0,0
54,05/02/2016 , 06:30:00,0,0
55,05/02/2016 , 06:45:00,0,0
56,05/02/2016 , 07:00:00,0,0
57,05/02/2016 , 07:15:00,16,16
58,05/02/2016 , 07:30:00,61,61
59,05/02/2016 , 07:45:00,111,111
60,05/02/2016 , 08:00:00,160,160
61,05/02/2016 , 08:15:00,230,230
62,05/02/2016 , 08:30:00,228,228
63,05/02/2016 , 08:45:00,560,560
64,05/02/2016 , 09:00:00,498,498
65,05/02/2016 , 09:15:00,850,850
66,05/02/2016 , 09:30:00,1889,1889
67,05/02/2016 , 09:45:00,1379,1379
68,05/02/2016 , 10:00:00,1794,1794
69,05/02/2016 , 10:15:00,2355,2355
70,05/02/2016 , 10:30:00,3270,3270
71,05/02/2016 , 10:45:00,2469,2469
72,05/02/2016 , 11:00:00,3826,3826
73,05/02/2016 , 11:15:00,3052,3052
74,05/02/2016 , 11:30:00,1594,1594
75,05/02/2016 , 11:45:00,3532,3532
76,05/02/2016 , 12:00:00,1826,1826
77,05/02/2016 , 12:15:00,869,869
78,05/02/2016 , 12:30:00,1011,1011
79,05/02/2016 , 12:45:00,1041,1041
80,05/02/2016 , 13:00:00,1142,1142
81,05/02/2016 , 13:15:00,1660,1660
82,05/02/2016 , 13:30:00,1765,1765
83,05/02/2016 , 13:45:00,1433,1433
84,05/02/2016 , 14:00:00,1337,1337
85,05/02/2016 , 14:15:00,1552,1552
86,05/02/2016 , 14:30:00,2112,2112
87,05/02/2016 , 14:45:00,1567,1567
88,05/02/2016 , 15:00:00,1434,1434
89,05/02/2016 , 15:15:00,920,920
90,05/02/2016 , 15:30:00,941,941
91,05/02/2016 , 15:45:00,801,801
92,05/02/2016 , 16:00:00,697,697
93,05/02/2016 , 16:15:00,785,785
94,05/02/2016 , 16:30:00,853,853
95,05/02/2016 , 16:45:00,653,653
96,05/02/2016 , 17:00:00,560,560
97,05/02/2016 , 17:15:00,460,460
98,05/02/2016 , 17:30:00,293,293
99,05/02/2016 , 17:45:00,167,167
100,05/02/2016 , 18:00:00,85,85
101,05/02/2016 , 18:15:00,35,35
102,05/02/2016 , 18:30:00,19,19
103,05/02/2016 , 18:45:00,2,2
104,05/02/2016 , 19:00:00,0,0
105,05/02/2016 , 19:15:00,0,0
106,05/02/2016 , 19:30:00,0,0
107,05/02/2016 , 19:45:00,0,0
108,05/02/2016 , 20:00:00,0,0
109,05/02/2016 , 20:15:00,0,0
110,05/02/2016 , 20:30:00,0,0
