Names,TA,Mass,
20160314_CRM.csv,2212.904423,99.19,NA
20160314_TANK10.csv,2187.009322,100.11,NA
20160314_TANK11.csv,2165.022102,99.71,NA
20160314_TANK12.csv,2203.331255,100.33,NA
20160314_TANK13.csv,2197.868555,99.68,NA
20160314_TANK14.csv,2183.664575,99.77,NA
20160314_TANK15.csv,2187.843413,100.05,NA
20160314_TANK16.csv,2199.340941,100.08,NA
20160314_TANK17.csv,2200.558764,100.04,NA
20160314_TANK18.csv,2199.517017,100.09,NA
20160314mass.csv,NA,NA,NA
TA 20160314 .csv,NA,NA,NA
