Tank,Mass,Salinity
20160314_CRM,99.19,33.561
20160314_TANK10,100.11,34
20160314_TANK11,99.71,34.1
20160314_TANK12,100.33,34.1
20160314_TANK13,99.68,34.2
20160314_TANK14,99.77,34.1
20160314_TANK15,100.05,34.1
20160314_TANK16,100.08,34.1
20160314_TANK17,100.04,34.1
20160314_TANK18,100.09,34.1
