"Names","TA","Mass"
"20160523_CRM.csv",2236.72169645592,100.04,NA
"20160523_TANK10.csv",2148.83251724171,99.95,NA
"20160523_TANK11.csv",2154.82967675962,99.96,NA
"20160523_TANK12.csv",2157.34855116418,100.02,NA
"20160523_TANK13.csv",2151.91804818023,100.02,NA
"20160523_TANK14.csv",2156.14868626506,99.98,NA
"20160523_TANK15.csv",2150.92030458598,99.98,NA
"20160523_TANK16.csv",2159.61653122739,100.02,NA
"20160523_TANK17.csv",2149.62584891823,100,NA
"20160523_TANK18.csv",2145.01292392091,100.01,NA
"20160523mass.csv",NA,NA,NA
"TA 20160523 .csv",NA,NA,NA
