Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6379


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,21/07/2016 , 16:45:00,617,617
2,21/07/2016 , 17:00:00,418,418
3,21/07/2016 , 17:15:00,448,448
4,21/07/2016 , 17:30:00,514,514
5,21/07/2016 , 17:45:00,467,467
6,21/07/2016 , 18:00:00,346,346
7,21/07/2016 , 18:15:00,210,210
8,21/07/2016 , 18:30:00,153,153
9,21/07/2016 , 18:45:00,112,112
10,21/07/2016 , 19:00:00,63,63
11,21/07/2016 , 19:15:00,27,27
12,21/07/2016 , 19:30:00,7,7
13,21/07/2016 , 19:45:00,0,0
14,21/07/2016 , 20:00:00,0,0
15,21/07/2016 , 20:15:00,0,0
16,21/07/2016 , 20:30:00,0,0
17,21/07/2016 , 20:45:00,0,0
18,21/07/2016 , 21:00:00,0,0
19,21/07/2016 , 21:15:00,0,0
20,21/07/2016 , 21:30:00,0,0
21,21/07/2016 , 21:45:00,0,0
22,21/07/2016 , 22:00:00,0,0
23,21/07/2016 , 22:15:00,0,0
24,21/07/2016 , 22:30:00,0,0
25,21/07/2016 , 22:45:00,0,0
26,21/07/2016 , 23:00:00,0,0
27,21/07/2016 , 23:15:00,0,0
28,21/07/2016 , 23:30:00,0,0
29,21/07/2016 , 23:45:00,0,0
30,21/07/2016 , 24:00:00,0,0
31,22/07/2016 , 00:15:00,0,0
32,22/07/2016 , 00:30:00,0,0
33,22/07/2016 , 00:45:00,0,0
34,22/07/2016 , 01:00:00,0,0
35,22/07/2016 , 01:15:00,0,0
36,22/07/2016 , 01:30:00,0,0
37,22/07/2016 , 01:45:00,0,0
38,22/07/2016 , 02:00:00,0,0
39,22/07/2016 , 02:15:00,0,0
40,22/07/2016 , 02:30:00,0,0
41,22/07/2016 , 02:45:00,0,0
42,22/07/2016 , 03:00:00,0,0
43,22/07/2016 , 03:15:00,0,0
44,22/07/2016 , 03:30:00,0,0
45,22/07/2016 , 03:45:00,0,0
46,22/07/2016 , 04:00:00,0,0
47,22/07/2016 , 04:15:00,0,0
48,22/07/2016 , 04:30:00,0,0
49,22/07/2016 , 04:45:00,0,0
50,22/07/2016 , 05:00:00,0,0
51,22/07/2016 , 05:15:00,0,0
52,22/07/2016 , 05:30:00,0,0
53,22/07/2016 , 05:45:00,0,0
54,22/07/2016 , 06:00:00,0,0
55,22/07/2016 , 06:15:00,8,8
56,22/07/2016 , 06:30:00,26,26
57,22/07/2016 , 06:45:00,54,54
58,22/07/2016 , 07:00:00,79,79
59,22/07/2016 , 07:15:00,187,187
60,22/07/2016 , 07:30:00,217,217
61,22/07/2016 , 07:45:00,268,268
62,22/07/2016 , 08:00:00,551,551
63,22/07/2016 , 08:15:00,645,645
64,22/07/2016 , 08:30:00,661,661
65,22/07/2016 , 08:45:00,923,923
66,22/07/2016 , 09:00:00,1402,1402
67,22/07/2016 , 09:15:00,2141,2141
68,22/07/2016 , 09:30:00,1637,1637
69,22/07/2016 , 09:45:00,1814,1814
70,22/07/2016 , 10:00:00,2435,2435
71,22/07/2016 , 10:15:00,1203,1203
72,22/07/2016 , 10:30:00,844,844
73,22/07/2016 , 10:45:00,925,925
74,22/07/2016 , 11:00:00,1160,1160
75,22/07/2016 , 11:15:00,1389,1389
76,22/07/2016 , 11:30:00,2336,2336
77,22/07/2016 , 11:45:00,1463,1463
78,22/07/2016 , 12:00:00,1242,1242
79,22/07/2016 , 12:15:00,1532,1532
80,22/07/2016 , 12:30:00,1428,1428
81,22/07/2016 , 12:45:00,1292,1292
82,22/07/2016 , 13:00:00,1764,1764
83,22/07/2016 , 13:15:00,1682,1682
84,22/07/2016 , 13:30:00,1271,1271
85,22/07/2016 , 13:45:00,2056,2056
86,22/07/2016 , 14:00:00,1106,1106
87,22/07/2016 , 14:15:00,728,728
88,22/07/2016 , 14:30:00,803,803
89,22/07/2016 , 14:45:00,726,726
90,22/07/2016 , 15:00:00,910,910
91,22/07/2016 , 15:15:00,1018,1018
92,22/07/2016 , 15:30:00,700,700
93,22/07/2016 , 15:45:00,817,817
94,22/07/2016 , 16:00:00,874,874
95,22/07/2016 , 16:15:00,1031,1031
96,22/07/2016 , 16:30:00,1099,1099
97,22/07/2016 , 16:45:00,814,814
98,22/07/2016 , 17:00:00,614,614
99,22/07/2016 , 17:15:00,448,448
100,22/07/2016 , 17:30:00,274,274
101,22/07/2016 , 17:45:00,219,219
102,22/07/2016 , 18:00:00,151,151
103,22/07/2016 , 18:15:00,123,123
104,22/07/2016 , 18:30:00,148,148
105,22/07/2016 , 18:45:00,109,109
106,22/07/2016 , 19:00:00,55,55
107,22/07/2016 , 19:15:00,22,22
108,22/07/2016 , 19:30:00,4,4
109,22/07/2016 , 19:45:00,0,0
110,22/07/2016 , 20:00:00,0,0
