Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,2483


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,28/06/2016 , 09:45:00,1553,281.5
2,28/06/2016 , 10:00:00,956,173.3
3,28/06/2016 , 10:15:00,1278,231.7
4,28/06/2016 , 10:30:00,1883,341.3
5,28/06/2016 , 10:45:00,1622,294
6,28/06/2016 , 11:00:00,1762,319.4
7,28/06/2016 , 11:15:00,7172,1300
8,28/06/2016 , 11:30:00,6812,1234.8
9,28/06/2016 , 11:45:00,5151,933.7
10,28/06/2016 , 12:00:00,4195,760.4
11,28/06/2016 , 12:15:00,2429,440.3
12,28/06/2016 , 12:30:00,4638,840.7
13,28/06/2016 , 12:45:00,7556,1369.6
14,28/06/2016 , 13:00:00,1912,346.6
15,28/06/2016 , 13:15:00,1361,246.7
16,28/06/2016 , 13:30:00,1194,216.4
17,28/06/2016 , 13:45:00,1219,221
18,28/06/2016 , 14:00:00,1231,223.1
19,28/06/2016 , 14:15:00,1349,244.5
20,28/06/2016 , 14:30:00,2173,393.9
21,28/06/2016 , 14:45:00,1281,232.2
22,28/06/2016 , 15:00:00,912,165.3
23,28/06/2016 , 15:15:00,625,113.3
24,28/06/2016 , 15:30:00,1984,359.6
25,28/06/2016 , 15:45:00,2102,381
26,28/06/2016 , 16:00:00,3775,684.3
27,28/06/2016 , 16:15:00,3141,569.3
28,28/06/2016 , 16:30:00,1652,299.4
29,28/06/2016 , 16:45:00,1208,219
30,28/06/2016 , 17:00:00,958,173.6
31,28/06/2016 , 17:15:00,588,106.6
32,28/06/2016 , 17:30:00,631,114.4
33,28/06/2016 , 17:45:00,596,108
34,28/06/2016 , 18:00:00,650,117.8
35,28/06/2016 , 18:15:00,418,75.8
36,28/06/2016 , 18:30:00,300,54.4
37,28/06/2016 , 18:45:00,199,36.1
38,28/06/2016 , 19:00:00,90,16.3
39,28/06/2016 , 19:15:00,34,6.2
40,28/06/2016 , 19:30:00,11,2
41,28/06/2016 , 19:45:00,0,0
42,28/06/2016 , 20:00:00,0,0
43,28/06/2016 , 20:15:00,0,0
44,28/06/2016 , 20:30:00,0,0
45,28/06/2016 , 20:45:00,0,0
46,28/06/2016 , 21:00:00,0,0
47,28/06/2016 , 21:15:00,0,0
48,28/06/2016 , 21:30:00,0,0
49,28/06/2016 , 21:45:00,0,0
50,28/06/2016 , 22:00:00,0,0
51,28/06/2016 , 22:15:00,0,0
52,28/06/2016 , 22:30:00,0,0
53,28/06/2016 , 22:45:00,0,0
54,28/06/2016 , 23:00:00,0,0
55,28/06/2016 , 23:15:00,0,0
56,28/06/2016 , 23:30:00,0,0
57,28/06/2016 , 23:45:00,0,0
58,28/06/2016 , 24:00:00,0,0
59,29/06/2016 , 00:15:00,0,0
60,29/06/2016 , 00:30:00,0,0
61,29/06/2016 , 00:45:00,0,0
62,29/06/2016 , 01:00:00,0,0
63,29/06/2016 , 01:15:00,0,0
64,29/06/2016 , 01:30:00,0,0
65,29/06/2016 , 01:45:00,0,0
66,29/06/2016 , 02:00:00,0,0
67,29/06/2016 , 02:15:00,0,0
68,29/06/2016 , 02:30:00,0,0
69,29/06/2016 , 02:45:00,0,0
70,29/06/2016 , 03:00:00,0,0
71,29/06/2016 , 03:15:00,0,0
72,29/06/2016 , 03:30:00,0,0
73,29/06/2016 , 03:45:00,0,0
74,29/06/2016 , 04:00:00,0,0
75,29/06/2016 , 04:15:00,0,0
76,29/06/2016 , 04:30:00,0,0
77,29/06/2016 , 04:45:00,0,0
78,29/06/2016 , 05:00:00,0,0
79,29/06/2016 , 05:15:00,0,0
80,29/06/2016 , 05:30:00,0,0
81,29/06/2016 , 05:45:00,0,0
82,29/06/2016 , 06:00:00,8,1.5
83,29/06/2016 , 06:15:00,46,8.3
84,29/06/2016 , 06:30:00,99,17.9
85,29/06/2016 , 06:45:00,224,40.6
86,29/06/2016 , 07:00:00,313,56.7
87,29/06/2016 , 07:15:00,287,52
88,29/06/2016 , 07:30:00,752,136.3
89,29/06/2016 , 07:45:00,602,109.1
90,29/06/2016 , 08:00:00,760,137.8
91,29/06/2016 , 08:15:00,733,132.9
92,29/06/2016 , 08:30:00,963,174.6
93,29/06/2016 , 08:45:00,1571,284.8
94,29/06/2016 , 09:00:00,2100,380.6
95,29/06/2016 , 09:15:00,2393,433.8
96,29/06/2016 , 09:30:00,2117,383.7
97,29/06/2016 , 09:45:00,2527,458
98,29/06/2016 , 10:00:00,14,2.5
