Tank,Mass,Salinity
20160530_CRM,100.01,33.624
20160530_TANK10,99.94,34.2
20160530_TANK11,99.99,34.2
20160530_TANK12,99.98,34.2
20160530_TANK13,99.98,34
20160530_TANK14,100,34.2
20160530_TANK15,99.95,34.1
20160530_TANK16,99.98,33.8
20160530_TANK17,100.01,34
20160530_TANK18,100.09,34.4
20160530_CRM2,100.18,33.624
