"Names","TA","Mass"
"20160530_CRM.csv",2268.78012968877,100.01,NA
"20160530_CRM2.csv",2220.99848192658,100.18,NA
"20160530_TANK10.csv",2132.54618416119,99.94,NA
"20160530_TANK11.csv",2134.75533883223,99.99,NA
"20160530_TANK12.csv",2127.26283378133,99.98,NA
"20160530_TANK13.csv",2131.22854484936,99.98,NA
"20160530_TANK14.csv",2127.3333322664,100,NA
"20160530_TANK15.csv",2131.9258665167,99.95,NA
"20160530_TANK16.csv",2134.88275992494,99.98,NA
"20160530_TANK17.csv",2130.12905191024,100.01,NA
"20160530_TANK18.csv",2124.86149363595,100.09,NA
"20160530mass.csv",NA,NA,NA
