"Names","TA","Mass"
"20160721_CRM.csv",2223.13233195408,100.06,NA
"20160721_TANK10.csv",2137.18789472922,100.19,NA
"20160721_TANK11.csv",2144.34816607809,100.09,NA
"20160721_TANK12.csv",2146.78840805482,100.06,NA
"20160721_TANK13.csv",2143.57951147498,100.03,NA
"20160721_TANK14.csv",2123.47874439015,99.85,NA
"20160721_TANK15.csv",2132.89685748743,100.04,NA
"20160721_TANK16.csv",2146.58543674087,99.98,NA
"20160721_TANK17.csv",2147.35331738241,99.93,NA
"20160721_TANK18.csv",2146.23032101196,100.04,NA
"20160721mass.csv",NA,NA,NA
"TA 20160721 .csv",NA,NA,NA
