Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6383


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,22/04/2016 , 16:45:00,854,854
2,22/04/2016 , 17:00:00,777,777
3,22/04/2016 , 17:15:00,1746,1746
4,22/04/2016 , 17:30:00,421,421
5,22/04/2016 , 17:45:00,340,340
6,22/04/2016 , 18:00:00,225,225
7,22/04/2016 , 18:15:00,150,150
8,22/04/2016 , 18:30:00,86,86
9,22/04/2016 , 18:45:00,46,46
10,22/04/2016 , 19:00:00,10,10
11,22/04/2016 , 19:15:00,1,1
12,22/04/2016 , 19:30:00,0,0
13,22/04/2016 , 19:45:00,0,0
14,22/04/2016 , 20:00:00,0,0
15,22/04/2016 , 20:15:00,0,0
16,22/04/2016 , 20:30:00,0,0
17,22/04/2016 , 20:45:00,0,0
18,22/04/2016 , 21:00:00,0,0
19,22/04/2016 , 21:15:00,0,0
20,22/04/2016 , 21:30:00,0,0
21,22/04/2016 , 21:45:00,0,0
22,22/04/2016 , 22:00:00,0,0
23,22/04/2016 , 22:15:00,0,0
24,22/04/2016 , 22:30:00,0,0
25,22/04/2016 , 22:45:00,0,0
26,22/04/2016 , 23:00:00,0,0
27,22/04/2016 , 23:15:00,0,0
28,22/04/2016 , 23:30:00,0,0
29,22/04/2016 , 23:45:00,0,0
30,22/04/2016 , 24:00:00,0,0
31,23/04/2016 , 00:15:00,0,0
32,23/04/2016 , 00:30:00,0,0
33,23/04/2016 , 00:45:00,0,0
34,23/04/2016 , 01:00:00,0,0
35,23/04/2016 , 01:15:00,0,0
36,23/04/2016 , 01:30:00,0,0
37,23/04/2016 , 01:45:00,0,0
38,23/04/2016 , 02:00:00,0,0
39,23/04/2016 , 02:15:00,0,0
40,23/04/2016 , 02:30:00,0,0
41,23/04/2016 , 02:45:00,0,0
42,23/04/2016 , 03:00:00,0,0
43,23/04/2016 , 03:15:00,0,0
44,23/04/2016 , 03:30:00,0,0
45,23/04/2016 , 03:45:00,0,0
46,23/04/2016 , 04:00:00,0,0
47,23/04/2016 , 04:15:00,0,0
48,23/04/2016 , 04:30:00,0,0
49,23/04/2016 , 04:45:00,0,0
50,23/04/2016 , 05:00:00,0,0
51,23/04/2016 , 05:15:00,0,0
52,23/04/2016 , 05:30:00,0,0
53,23/04/2016 , 05:45:00,0,0
54,23/04/2016 , 06:00:00,0,0
55,23/04/2016 , 06:15:00,9,9
56,23/04/2016 , 06:30:00,41,41
57,23/04/2016 , 06:45:00,146,146
58,23/04/2016 , 07:00:00,184,184
59,23/04/2016 , 07:15:00,216,216
60,23/04/2016 , 07:30:00,445,445
61,23/04/2016 , 07:45:00,499,499
62,23/04/2016 , 08:00:00,658,658
63,23/04/2016 , 08:15:00,799,799
64,23/04/2016 , 08:30:00,839,839
65,23/04/2016 , 08:45:00,1265,1265
66,23/04/2016 , 09:00:00,1216,1216
67,23/04/2016 , 09:15:00,1939,1939
68,23/04/2016 , 09:30:00,2095,2095
69,23/04/2016 , 09:45:00,3361,3361
70,23/04/2016 , 10:00:00,1411,1411
71,23/04/2016 , 10:15:00,905,905
72,23/04/2016 , 10:30:00,1492,1492
73,23/04/2016 , 10:45:00,1492,1492
74,23/04/2016 , 11:00:00,1640,1640
75,23/04/2016 , 11:15:00,2497,2497
76,23/04/2016 , 11:30:00,2027,2027
77,23/04/2016 , 11:45:00,2285,2285
78,23/04/2016 , 12:00:00,2408,2408
79,23/04/2016 , 12:15:00,1690,1690
80,23/04/2016 , 12:30:00,1826,1826
81,23/04/2016 , 12:45:00,1510,1510
82,23/04/2016 , 13:00:00,1855,1855
83,23/04/2016 , 13:15:00,1758,1758
84,23/04/2016 , 13:30:00,1534,1534
85,23/04/2016 , 13:45:00,1237,1237
86,23/04/2016 , 14:00:00,1464,1464
87,23/04/2016 , 14:15:00,1737,1737
88,23/04/2016 , 14:30:00,1804,1804
89,23/04/2016 , 14:45:00,1791,1791
90,23/04/2016 , 15:00:00,1345,1345
91,23/04/2016 , 15:15:00,1234,1234
92,23/04/2016 , 15:30:00,1467,1467
93,23/04/2016 , 15:45:00,1480,1480
94,23/04/2016 , 16:00:00,1186,1186
95,23/04/2016 , 16:15:00,879,879
96,23/04/2016 , 16:30:00,638,638
97,23/04/2016 , 16:45:00,709,709
98,23/04/2016 , 17:00:00,589,589
99,23/04/2016 , 17:15:00,485,485
100,23/04/2016 , 17:30:00,294,294
101,23/04/2016 , 17:45:00,227,227
102,23/04/2016 , 18:00:00,247,247
103,23/04/2016 , 18:15:00,178,178
104,23/04/2016 , 18:30:00,81,81
105,23/04/2016 , 18:45:00,30,30
106,23/04/2016 , 19:00:00,10,10
107,23/04/2016 , 19:15:00,1,1
108,23/04/2016 , 19:30:00,0,0
109,23/04/2016 , 19:45:00,0,0
