Tank,Mass,Salinity
20160205_CRM,100.07,33.561
20160205_CRM2,99.44,33.561
20160205_Tank10,99.74,33.8
20160205_Tank11,99.68,33.6
20160205_Tank12,100.18,33.5
20160205_Tank13,99.92,33.6
20160205_Tank14,100.37,33.6
20160205_Tank15,100.37,33.6
20160205_Tank16,99.62,33.7
20160205_Tank17,100,33.6
20160205_Tank18,99.57,33.7
