"Names","TA","Mass"
"20160808_CRM.csv",2213.7082913314,99.49,NA
"20160808_TANK10.csv",2113.58295808468,99.97,NA
"20160808_TANK11.csv",2128.30271021871,99.83,NA
"20160808_TANK12.csv",2142.159240933,99.92,NA
"20160808_TANK13.csv",2122.77324179486,99.78,NA
"20160808_TANK14.csv",2125.73164404631,99.8,NA
"20160808_TANK15.csv",2123.66640606364,99.98,NA
"20160808_TANK16.csv",2125.13306351222,99.66,NA
"20160808_TANK17.csv",2140.50852375959,99.83,NA
"20160808_TANK18.csv",2132.51212671298,99.98,NA
"20160808mass.csv",NA,NA,NA
"TA 20160808 .csv",NA,NA,NA
