Tank,Mass,Salinity
20160119_CRM,99.69,32.985
20160119_Tank11,99.36,34
20160119_Tank12,100.53,34
20160119_Tank13,100.15,34
20160119_Tank14,99.54,34
20160119_Tank15,99.93,34
20160119_Tank16,100.73,34
20160119_Tank17,100.55,34
20160119_Tank18,100.13,34
