Date,pH.10,pH.11,pH.12,pH.13,pH.14,pH.15,pH.16,pH.17,pH.18
5/25/2016 0:00,8.01,8.03,7.7,7.71,8.14,8.05,7.71,7.71,7.84
5/25/2016 0:15,8.01,8.03,7.7,7.71,8.14,8.05,7.71,7.71,7.84
5/25/2016 0:30,8.01,8.02,7.71,7.71,8.14,8.04,7.71,7.71,7.84
5/25/2016 0:45,8,8.02,7.69,7.69,8.12,8.04,7.69,7.69,7.84
5/25/2016 1:00,8,8.02,7.68,7.69,8.12,8.04,7.68,7.7,7.84
5/25/2016 1:15,8,8.01,7.68,7.69,8.12,8.03,7.7,7.69,7.84
5/25/2016 1:30,8,8.01,7.68,7.69,8.11,8.02,7.68,7.69,7.84
5/25/2016 1:45,8,8.01,7.68,7.69,8.11,8.02,7.69,7.69,7.83
5/25/2016 2:00,8,8.01,7.69,7.69,8.11,8.01,7.7,7.68,7.83
5/25/2016 2:15,8,8,7.69,7.69,8.11,8.01,7.7,7.69,7.83
5/25/2016 2:30,8,8,7.69,7.69,8.1,8.01,7.69,7.69,7.81
5/25/2016 2:45,7.99,8,7.7,7.7,8.1,8.01,7.68,7.68,7.83
5/25/2016 3:00,7.99,7.99,7.68,7.69,8.1,8,7.68,7.69,7.82
5/25/2016 3:15,7.99,7.99,7.67,7.67,8.09,7.99,7.67,7.67,7.82
5/25/2016 3:30,7.99,7.99,7.67,7.67,8.09,7.99,7.67,7.68,7.82
5/25/2016 3:45,7.99,7.99,7.67,7.67,8.09,7.99,7.66,7.67,7.81
5/25/2016 4:00,7.98,7.98,7.67,7.67,8.09,7.97,7.67,7.67,7.81
5/25/2016 4:15,7.98,7.98,7.67,7.67,8.09,7.97,7.67,7.67,7.81
5/25/2016 4:30,7.98,7.98,7.67,7.67,8.08,7.97,7.67,7.67,7.81
5/25/2016 4:45,7.98,7.97,7.67,7.67,8.08,7.97,7.67,7.67,7.81
5/25/2016 5:00,7.98,7.97,7.67,7.67,8.08,7.96,7.67,7.68,7.81
5/25/2016 5:15,7.98,7.97,7.67,7.67,8.08,7.96,7.68,7.67,7.81
5/25/2016 5:30,7.98,7.97,7.65,7.65,8.08,7.95,7.64,7.65,7.81
5/25/2016 5:45,7.98,7.96,7.66,7.65,8.07,7.95,7.66,7.65,7.81
5/25/2016 6:00,7.98,7.96,7.65,7.65,8.07,7.95,7.67,7.65,7.81
5/25/2016 6:15,7.98,7.96,7.65,7.66,8.07,7.95,7.64,7.65,7.81
5/25/2016 6:30,7.98,7.96,7.65,7.65,8.07,7.95,7.65,7.65,7.8
5/25/2016 6:45,7.98,7.96,7.66,7.65,8.07,7.95,7.65,7.65,7.81
5/25/2016 7:00,7.98,7.96,7.65,7.65,8.07,7.94,7.65,7.65,7.81
5/25/2016 7:15,7.97,7.96,7.65,7.65,8.07,7.95,7.65,7.64,7.81
5/25/2016 7:30,7.97,7.96,7.65,7.66,8.07,7.95,7.65,7.65,7.82
5/25/2016 7:45,7.97,7.96,7.65,7.66,8.07,7.95,7.66,7.64,7.82
5/25/2016 8:00,7.99,7.96,7.66,7.65,8.07,7.96,7.66,7.65,7.83
5/25/2016 8:15,7.99,7.96,7.66,7.66,8.07,7.96,7.65,7.65,7.83
5/25/2016 8:30,7.99,7.96,7.66,7.67,8.08,7.97,7.67,7.67,7.84
5/25/2016 8:45,8,7.96,7.68,7.67,8.08,7.99,7.68,7.67,7.85
5/25/2016 9:00,8.01,7.98,7.68,7.68,8.09,8,7.68,7.68,7.87
5/25/2016 9:15,8.02,7.98,7.69,7.7,8.1,8.02,7.7,7.69,7.88
5/25/2016 9:30,8.02,7.99,7.69,7.7,8.1,8.02,7.7,7.7,7.88
5/25/2016 9:45,8.04,8,7.7,7.72,8.11,8.04,7.72,7.72,7.89
5/25/2016 10:00,8.04,8.01,7.72,7.73,8.12,8.05,7.71,7.71,7.9
5/25/2016 10:15,8.05,8.02,7.7,7.72,8.14,8.07,7.72,7.71,7.94
5/25/2016 10:30,8.05,8.03,7.74,7.72,8.15,8.09,7.72,7.73,7.92
5/25/2016 10:45,8.07,8.04,7.73,7.75,8.16,8.11,7.75,7.75,7.93
5/25/2016 11:00,8.08,8.04,7.75,7.76,8.17,8.13,7.78,7.75,7.98
5/25/2016 11:15,8.09,8.06,7.77,7.77,8.18,8.12,7.76,7.77,8
5/25/2016 11:30,8.09,8.08,7.77,7.75,8.18,8.15,7.74,7.74,7.98
5/25/2016 11:45,8.11,8.09,7.75,7.77,8.2,8.18,7.76,7.74,8.03
