Date,pH.10,pH.11,pH.12,pH.13,pH.14,pH.15,pH.16,pH.17,pH.18
5/17/2016 12:30,8.09,8.08,7.77,7.79,8.25,8.19,7.79,7.79,8.11
5/17/2016 12:45,8.08,8.09,7.79,7.8,8.23,8.14,7.78,7.77,8.08
5/17/2016 13:00,8.1,8.09,7.8,7.81,8.26,8.2,7.8,7.79,8.12
5/17/2016 13:15,8.1,8.09,7.81,7.81,8.25,8.16,7.79,7.77,8.11
5/17/2016 13:30,8.11,8.1,7.82,7.82,8.29,8.21,7.82,7.82,8.16
5/17/2016 13:45,8.12,8.12,7.82,7.83,8.31,8.23,7.83,7.83,8.18
5/17/2016 14:00,8.12,8.11,7.82,7.83,8.3,8.21,7.79,7.8,8.15
5/17/2016 14:15,8.12,8.11,7.84,7.84,8.3,8.22,7.83,7.84,8.14
5/17/2016 14:30,8.11,8.11,7.84,7.85,8.29,8.2,7.82,7.83,8.14
5/17/2016 14:45,8.12,8.12,7.82,7.85,8.32,8.24,7.84,7.85,8.2
5/17/2016 15:00,8.13,8.13,7.82,7.85,8.3,8.21,7.83,7.8,8.17
5/17/2016 15:15,8.12,8.12,7.82,7.83,8.29,8.2,7.81,7.78,8.11
5/17/2016 15:30,8.13,8.13,7.81,7.83,8.3,8.27,7.81,7.83,8.2
5/17/2016 15:45,8.12,8.13,7.81,7.82,8.29,8.21,7.8,7.79,8.13
5/17/2016 16:00,8.13,8.13,7.81,7.81,8.31,8.25,7.81,7.81,8.15
5/17/2016 16:15,8.13,8.13,7.8,7.8,8.33,8.25,7.79,7.81,8.17
5/17/2016 16:30,8.12,8.11,7.8,7.82,8.3,8.21,7.8,7.77,8.12
5/17/2016 16:45,8.12,8.11,7.78,7.8,8.3,8.21,7.77,7.77,8.15
5/17/2016 17:00,8.11,8.1,7.78,7.79,8.31,8.2,7.78,7.78,8.2
5/17/2016 17:15,8.11,8.1,7.78,7.78,8.29,8.2,7.77,7.76,8.12
5/17/2016 17:30,8.1,8.09,7.78,7.78,8.29,8.19,7.78,7.78,8.1
5/17/2016 17:45,8.1,8.09,7.76,7.78,8.27,8.18,7.76,7.76,8.09
5/17/2016 18:00,8.09,8.08,7.76,7.76,8.27,8.16,7.76,7.76,8.08
5/17/2016 18:15,8.09,8.08,7.76,7.76,8.26,8.15,7.76,7.76,8.07
5/17/2016 18:30,8.08,8.07,7.76,7.77,8.26,8.15,7.75,7.77,8.07
5/17/2016 18:45,8.08,8.07,7.74,7.74,8.25,8.14,7.74,7.74,8.06
5/17/2016 19:00,8.06,8.06,7.74,7.75,8.25,8.13,7.75,7.74,8.05
5/17/2016 19:15,8.06,8.06,7.74,7.74,8.24,8.12,7.74,7.74,8.04
5/17/2016 19:30,8.05,8.05,7.74,7.74,8.24,8.12,7.72,7.74,8.04
5/17/2016 19:45,8.05,8.04,7.74,7.74,8.23,8.11,7.75,7.73,8.03
5/17/2016 20:00,8.04,8.04,7.74,7.74,8.22,8.1,7.73,7.73,8.03
5/17/2016 20:15,8.03,8.03,7.74,7.74,8.22,8.1,7.74,7.74,8.01
5/17/2016 20:30,8.03,8.03,7.74,7.75,8.2,8.09,7.74,7.74,8
5/17/2016 20:45,8.03,8.02,7.72,7.73,8.2,8.08,7.72,7.71,8
5/17/2016 21:00,8.02,8.02,7.72,7.72,8.19,8.07,7.72,7.71,7.99
5/17/2016 21:15,8.02,8.01,7.72,7.72,8.19,8.07,7.72,7.71,7.98
5/17/2016 21:30,8.01,8.01,7.72,7.72,8.18,8.06,7.72,7.72,7.98
5/17/2016 21:45,8.01,8,7.72,7.72,8.17,8.06,7.71,7.72,7.97
5/17/2016 22:00,8,8,7.72,7.72,8.17,8.05,7.72,7.72,7.97
5/17/2016 22:15,8,8,7.72,7.72,8.17,8.05,7.72,7.72,7.96
5/17/2016 22:30,8,7.98,7.71,7.71,8.16,8.04,7.71,7.7,7.96
5/17/2016 22:45,8,7.98,7.71,7.71,8.16,8.03,7.7,7.7,7.95
5/17/2016 23:00,8,7.98,7.71,7.71,8.15,8.03,7.71,7.71,7.95
5/17/2016 23:15,8,7.98,7.71,7.72,8.15,8.02,7.71,7.71,7.95
5/17/2016 23:30,7.99,7.98,7.71,7.7,8.15,8.02,7.71,7.71,7.94
5/17/2016 23:45,7.99,7.97,7.71,7.71,8.14,8.02,7.71,7.71,7.94
5/18/2016 0:00,7.99,7.97,7.71,7.71,8.14,8.01,7.71,7.71,7.94
5/18/2016 0:15,7.99,7.97,7.71,7.71,8.14,8.01,7.71,7.7,7.93
