Date,pH.10,pH.11,pH.12,pH.13,pH.14,pH.15,pH.16,pH.17,pH.18
7/26/2016 11:30,NA,NA,NA,7.77,3.26,8.07,7.74,7.8,8.08
7/26/2016 11:45,NA,NA,NA,7.76,3.28,8.07,7.74,7.8,8.02
7/26/2016 12:00,NA,NA,NA,7.79,3.34,8.09,7.76,7.81,8.06
7/26/2016 12:15,NA,NA,NA,7.78,3.41,8.12,7.77,7.82,8.07
7/26/2016 12:30,NA,NA,NA,7.79,3.49,8.13,7.77,7.82,8.08
7/26/2016 12:45,NA,NA,NA,7.81,3.54,8.15,7.77,7.82,8.09
7/26/2016 13:00,NA,NA,NA,7.81,3.58,8.16,7.8,7.83,8.1
7/26/2016 13:15,NA,NA,NA,7.81,3.54,8.18,7.81,7.83,8.1
7/26/2016 13:30,NA,NA,NA,7.81,3.55,8.18,7.83,7.83,8.12
7/26/2016 13:45,NA,NA,NA,7.83,3.56,8.19,7.81,7.82,8.14
7/26/2016 14:00,NA,NA,NA,7.83,3.5,8.18,7.79,7.83,8.12
7/26/2016 14:15,NA,NA,NA,7.85,3.46,8.19,7.83,7.86,8.15
7/26/2016 14:30,NA,NA,NA,7.86,3.49,8.19,7.82,7.88,8.15
7/26/2016 14:45,NA,NA,NA,7.85,3.48,8.21,7.82,7.88,8.15
7/26/2016 15:00,NA,NA,NA,7.82,3.42,8.18,7.82,7.86,8.14
7/26/2016 15:15,NA,NA,NA,7.83,3.43,8.17,7.83,7.88,8.15
7/26/2016 15:30,NA,NA,NA,7.81,3.44,8.18,7.79,7.86,8.16
7/26/2016 15:45,NA,NA,NA,7.8,1.47,8.17,7.79,7.84,8.09
7/26/2016 16:00,NA,NA,NA,7.81,1.47,8.19,7.8,7.81,8.06
7/26/2016 16:15,NA,NA,NA,7.81,1.47,8.19,7.79,7.83,8.06
7/26/2016 16:30,NA,NA,NA,7.8,1.47,8.15,7.76,7.8,8.03
7/26/2016 16:45,NA,NA,NA,7.78,1.47,8.15,7.75,7.8,8.02
7/26/2016 17:00,NA,NA,NA,7.78,1.47,8.14,7.77,7.78,8.01
7/26/2016 17:15,NA,NA,NA,7.78,1.47,8.14,7.77,7.78,8.01
7/26/2016 17:30,NA,NA,NA,7.78,1.47,8.13,7.77,7.78,8
7/26/2016 17:45,NA,NA,NA,7.76,1.47,8.11,7.74,7.76,7.98
7/26/2016 18:00,NA,NA,NA,7.76,1.47,8.11,7.75,7.77,7.96
7/26/2016 18:15,NA,NA,NA,7.76,1.47,8.1,7.75,7.77,7.93
7/26/2016 18:30,NA,NA,NA,7.76,1.47,8.1,7.75,7.76,7.91
7/26/2016 18:45,NA,NA,NA,7.74,1.47,8.09,7.72,7.75,7.89
7/26/2016 19:00,NA,NA,NA,7.74,1.47,8.08,7.72,7.76,7.87
7/26/2016 19:15,NA,NA,NA,7.74,1.47,8.08,7.71,7.75,7.86
7/26/2016 19:30,8.12,7.98,7.74,7.74,1.47,8.07,7.71,7.75,7.84
7/26/2016 19:45,8.12,7.97,7.75,7.74,1.47,8.06,7.71,7.74,7.83
7/26/2016 20:00,8.11,7.96,7.73,7.74,1.47,8.05,7.7,7.74,7.81
7/26/2016 20:15,8.11,7.94,7.74,7.74,1.47,8.05,7.7,7.73,7.77
7/26/2016 20:30,8.1,7.93,7.73,7.74,1.47,8.05,7.69,7.72,7.76
7/26/2016 20:45,8.09,7.92,7.72,7.71,1.47,8.04,7.68,7.73,7.74
7/26/2016 21:00,8.09,7.92,7.72,7.71,1.47,8.04,7.68,7.72,7.73
7/26/2016 21:15,8.08,7.91,7.71,7.72,1.47,8.03,7.66,7.73,7.71
7/26/2016 21:30,8.08,7.9,7.72,7.72,1.47,8.03,7.66,7.73,7.69
7/26/2016 21:45,8.08,7.89,7.7,7.72,1.47,8.03,7.65,7.72,7.68
7/26/2016 22:00,8.08,7.89,7.71,7.72,1.47,8.02,7.64,7.7,7.67
7/26/2016 22:15,8.07,7.89,7.71,7.72,1.47,8.02,7.64,7.71,7.65
7/26/2016 22:30,8.07,7.89,7.7,7.71,1.47,8.02,7.64,7.7,7.64
7/26/2016 22:45,8.06,7.89,7.71,7.71,1.47,8.02,7.63,7.71,7.62
7/26/2016 23:00,8.06,7.88,7.72,7.71,1.47,8.01,7.62,7.71,7.61
7/26/2016 23:15,8.05,7.87,7.7,7.71,1.47,8.01,7.62,7.71,7.59
7/26/2016 23:30,8.05,7.87,7.72,7.71,1.47,8.01,7.61,7.71,7.57
7/26/2016 23:45,8.03,7.87,7.69,7.71,1.47,8,7.61,7.72,7.57
7/27/2016 0:00,NA,NA,NA,7.71,1.47,8,7.6,7.71,7.59
7/27/2016 0:15,NA,NA,NA,7.7,1.47,8,7.6,7.71,7.59
7/27/2016 0:30,NA,NA,NA,7.71,1.47,8,7.59,7.7,7.59
7/27/2016 0:45,NA,NA,NA,7.69,1.47,8,7.59,7.68,7.59
7/27/2016 1:00,NA,NA,NA,7.68,1.47,7.99,7.59,7.7,7.59
7/27/2016 1:15,NA,NA,NA,7.69,1.47,7.99,7.58,7.7,7.58
7/27/2016 1:30,NA,NA,NA,7.69,1.47,7.99,7.58,7.69,7.57
7/27/2016 1:45,NA,NA,NA,7.69,1.47,7.99,7.57,7.7,7.57
7/27/2016 2:00,NA,NA,NA,7.68,1.47,7.98,7.57,7.66,7.56
7/27/2016 2:15,NA,NA,NA,7.68,1.47,7.98,7.57,7.69,7.57
7/27/2016 2:30,NA,NA,NA,7.68,1.47,7.98,7.57,7.69,7.58
7/27/2016 2:45,NA,NA,NA,7.69,1.47,7.97,7.56,7.7,7.56
7/27/2016 3:00,NA,NA,NA,7.69,1.47,7.97,7.56,7.69,7.56
7/27/2016 3:15,NA,NA,NA,7.67,1.47,7.97,7.56,7.67,7.56
7/27/2016 3:30,NA,NA,NA,7.67,1.47,7.97,7.56,7.67,7.56
