Date,pH.10,pH.11,pH.12,pH.13,pH.14,pH.15,pH.16,pH.17,pH.18
5/3/2016 17:45,8.15,8.07,7.76,7.77,8.22,8.18,7.77,7.76,8.02
5/3/2016 18:00,8.15,8.07,7.76,7.77,8.22,8.16,7.76,7.76,8.02
5/3/2016 18:15,8.15,8.08,7.76,7.76,8.22,8.15,7.76,7.76,8.01
5/3/2016 18:30,8.15,8.07,7.76,7.76,8.22,8.14,7.76,7.75,8.01
5/3/2016 18:45,8.14,8.07,7.73,7.74,8.22,8.14,7.75,7.74,8
5/3/2016 19:00,8.14,8.07,7.74,7.74,8.2,8.13,7.73,7.74,8
5/3/2016 19:15,8.14,8.07,7.74,7.75,8.2,8.12,7.74,7.74,7.99
5/3/2016 19:30,8.14,8.07,7.74,7.75,8.2,8.11,7.74,7.74,7.99
5/3/2016 19:45,8.13,8.06,7.74,7.73,8.19,8.1,7.73,7.74,7.98
5/3/2016 20:00,8.13,8.06,7.74,7.74,8.19,8.1,7.74,7.76,7.98
5/3/2016 20:15,8.13,8.06,7.74,7.74,8.19,8.09,7.74,7.74,7.97
5/3/2016 20:30,8.13,8.05,7.74,7.74,8.18,8.09,7.75,7.76,7.97
5/3/2016 20:45,8.12,8.05,7.71,7.74,8.18,8.08,7.73,7.7,7.97
5/3/2016 21:00,8.12,8.05,7.71,7.72,8.15,8.08,7.72,7.72,7.96
5/3/2016 21:15,8.12,8.04,7.71,7.72,8.14,8.07,7.72,7.69,7.96
5/3/2016 21:30,8.11,8.04,7.71,7.73,8.14,8.06,7.72,7.7,7.96
5/3/2016 21:45,8.11,8.04,7.7,7.73,8.14,8.06,7.71,7.71,7.95
5/3/2016 22:00,8.11,8.04,7.72,7.72,8.13,8.06,7.73,7.72,7.95
5/3/2016 22:15,8.11,8.04,7.72,7.72,8.13,8.05,7.72,7.71,7.95
5/3/2016 22:30,8.11,8.03,7.7,7.71,8.13,8.05,7.71,7.7,7.94
5/3/2016 22:45,8.11,8.03,7.7,7.71,8.13,8.04,7.71,7.73,7.94
5/3/2016 23:00,8.11,8.03,7.7,7.71,8.12,8.04,7.72,7.71,7.94
5/3/2016 23:15,8.11,8.03,7.7,7.71,8.12,8.03,7.71,7.71,7.93
5/3/2016 23:30,8.1,8.03,7.69,7.71,8.11,8.03,7.71,7.71,7.93
5/3/2016 23:45,8.1,8.02,7.69,7.72,8.1,8.03,7.71,7.71,7.93
5/4/2016 0:00,8.1,8.02,7.69,7.72,8.1,8.03,7.7,7.71,7.93
5/4/2016 0:15,8.1,8.02,7.71,7.71,8.1,8.03,7.72,7.71,7.92
5/4/2016 0:30,8.1,8.02,7.72,7.71,8.1,8.02,7.72,7.71,7.92
5/4/2016 0:45,8.09,8.02,7.68,7.7,8.09,8.02,7.69,7.69,7.92
5/4/2016 1:00,8.08,8.02,7.68,7.69,8.09,8.02,7.69,7.69,7.92
5/4/2016 1:15,8.08,8.02,7.68,7.69,8.09,8.02,7.7,7.69,7.91
5/4/2016 1:30,8.08,8.02,7.68,7.69,8.09,8.01,7.69,7.69,7.91
5/4/2016 1:45,8.08,8,7.68,7.69,8.09,8.01,7.69,7.69,7.91
5/4/2016 2:00,8.08,8,7.68,7.69,8.08,8.01,7.69,7.69,7.91
5/4/2016 2:15,8.07,8,7.68,7.69,8.07,8,7.69,7.69,7.9
5/4/2016 2:30,8.07,8,7.68,7.69,8.07,8,7.69,7.68,7.9
5/4/2016 2:45,8.07,8,7.68,7.69,8.07,8,7.69,7.7,7.9
5/4/2016 3:00,8.07,8,7.68,7.69,8.07,7.99,7.7,7.69,7.9
5/4/2016 3:15,8.07,8,7.66,7.67,8.07,7.99,7.67,7.67,7.9
5/4/2016 3:30,8.07,7.99,7.66,7.67,8.07,7.99,7.67,7.67,7.89
5/4/2016 3:45,8.06,7.99,7.66,7.67,8.06,7.98,7.67,7.67,7.89
5/4/2016 4:00,8.06,7.99,7.66,7.67,8.06,7.98,7.67,7.67,7.89
5/4/2016 4:15,8.06,7.99,7.65,7.67,8.06,7.98,7.66,7.67,7.88
5/4/2016 4:30,8.06,7.99,7.65,7.67,8.06,7.98,7.68,7.67,7.88
5/4/2016 4:45,8.05,7.99,7.67,7.67,8.06,7.97,7.68,7.67,7.88
5/4/2016 5:00,8.05,7.98,7.67,7.67,8.05,7.97,7.67,7.67,7.88
5/4/2016 5:15,8.05,7.98,7.66,7.67,8.05,7.97,7.67,7.67,7.87
5/4/2016 5:30,8.05,7.98,7.65,7.65,8.04,7.96,7.65,7.65,7.87
5/4/2016 5:45,8.05,7.98,7.65,7.65,8.04,7.96,7.66,7.65,7.87
5/4/2016 6:00,8.05,7.98,7.65,7.65,8.03,7.96,7.64,7.65,7.87
5/4/2016 6:15,8.04,7.97,7.65,7.65,8.03,7.95,7.65,7.65,7.85
5/4/2016 6:30,8.04,7.97,7.64,7.65,8.03,7.95,7.66,7.65,7.85
5/4/2016 6:45,8.04,7.97,7.64,7.65,8.03,7.95,7.65,7.65,7.85
5/4/2016 7:00,8.04,7.97,7.66,7.65,8.03,7.95,7.67,7.65,7.87
5/4/2016 7:15,8.04,7.97,7.63,7.65,8.03,7.95,7.65,7.65,7.87
5/4/2016 7:30,8.04,7.97,7.65,7.65,8.03,7.95,7.66,7.65,7.87
5/4/2016 7:45,8.04,7.97,7.66,7.66,8.03,7.95,7.65,7.65,7.87
5/4/2016 8:00,8.04,7.97,7.64,7.65,8.03,7.97,7.64,7.65,7.88
5/4/2016 8:15,8.04,7.97,7.64,7.66,8.03,7.98,7.65,7.65,7.88
5/4/2016 8:30,8.04,7.97,7.65,7.66,8.03,7.98,7.66,7.66,7.89
5/4/2016 8:45,8.04,7.97,7.66,7.67,8.04,7.99,7.67,7.67,7.89
5/4/2016 9:00,8.05,7.97,7.67,7.68,8.04,7.99,7.67,7.69,7.89
5/4/2016 9:15,8.06,7.97,7.69,7.7,8.04,8,7.69,7.69,7.91
5/4/2016 9:30,8.05,7.97,7.7,7.69,8.05,8,7.7,7.7,7.91
5/4/2016 9:45,8.07,7.97,7.7,7.71,8.05,8.02,7.7,7.72,7.91
5/4/2016 10:00,8.08,7.99,7.71,7.72,8.06,8.04,7.71,7.71,7.93
5/4/2016 10:15,8.08,7.99,7.69,7.71,8.07,8.06,7.72,7.71,7.94
5/4/2016 10:30,8.07,8.01,7.71,7.74,8.08,8.08,7.74,7.73,7.94
5/4/2016 10:45,8.07,10,7.73,7.75,8.08,8.09,7.74,7.73,7.95
5/4/2016 11:00,8.08,8.01,7.51,7.75,8.1,8.1,7.74,7.73,7.97
5/4/2016 11:15,8.09,8.01,7.77,7.71,7.04,8.11,7.76,7.75,7.97
5/4/2016 11:30,8.09,8.03,7.74,7.76,8.1,7.76,7.76,7.75,7.96
5/4/2016 11:45,8.09,8.03,7.76,7.77,8.1,8.01,7.72,7.77,8
5/4/2016 12:00,8.09,8.03,7.78,7.79,8.12,8.02,7.78,7.74,7.97
5/4/2016 12:15,8.1,8.03,7.79,7.78,8.11,8.04,7.78,7.78,7.94
5/4/2016 12:30,8.1,8.04,7.76,7.79,8.12,8.04,7.78,7.77,7.97
5/4/2016 12:45,8.11,8.04,7.78,7.8,8.13,8.06,7.8,7.8,7.98
5/4/2016 13:00,8.11,8.05,7.79,7.81,8.13,8.07,7.81,7.81,7.99
5/4/2016 13:15,8.11,8.05,7.8,7.81,8.14,8.07,7.81,7.81,7.99
5/4/2016 13:30,8.12,8.05,7.81,7.82,8.14,8.07,7.82,7.82,7.99
5/4/2016 13:45,8.12,8.05,7.82,7.83,8.14,8.07,7.81,7.81,8
5/4/2016 14:00,8.12,8.06,7.81,7.81,8.16,8.08,7.81,7.81,8
5/4/2016 14:15,8.12,8.06,7.8,7.83,8.16,8.08,7.84,7.85,8
5/4/2016 14:30,8.13,8.06,7.82,7.84,8.17,8.09,7.85,7.85,8.01
5/4/2016 14:45,8.13,8.06,7.83,7.84,8.17,8.09,7.82,7.82,8.01
5/4/2016 15:00,8.13,8.06,7.8,7.84,8.17,8.09,7.82,7.82,8.01
5/4/2016 15:15,8.14,8.06,7.8,7.82,8.17,8.09,7.82,7.82,8.01
5/4/2016 15:30,8.14,8.06,7.82,7.84,8.18,8.09,7.82,7.82,8.02
5/4/2016 15:45,8.14,8.06,7.8,7.82,8.18,8.09,7.8,7.8,8.02
5/4/2016 16:00,8.14,8.06,7.8,7.81,8.18,8.08,7.8,7.8,8.02
5/4/2016 16:15,8.14,8.06,7.8,7.8,8.18,8.08,7.81,7.8,8.02
5/4/2016 16:30,8.14,8.06,7.8,7.8,8.18,8.07,7.8,7.8,8.02
5/4/2016 16:45,8.14,8.06,7.78,7.79,8.18,8.07,7.78,7.78,8
5/4/2016 17:00,8.14,8.06,7.77,7.78,8.18,8.06,7.78,7.78,8
5/4/2016 17:15,8.14,8.06,7.77,7.8,8.18,8.04,7.78,7.8,8
5/4/2016 17:30,8.14,8.05,7.79,7.78,8.18,8.04,7.79,7.78,7.99
5/4/2016 17:45,8.14,8.05,7.76,7.77,8.18,8.03,7.75,7.76,7.99
5/4/2016 18:00,8.14,8.05,7.76,7.76,8.18,8.02,7.76,7.78,7.99
5/4/2016 18:15,8.14,8.05,7.76,7.76,8.18,8.02,7.76,7.76,7.98
5/4/2016 18:30,8.14,8.05,7.75,7.76,8.18,8.01,7.77,7.76,7.98
5/4/2016 18:45,8.14,8.05,7.73,7.76,8.18,8,7.74,7.74,7.98
5/4/2016 19:00,8.14,8.03,7.73,7.74,8.18,7.99,7.74,7.74,7.97
