Date,pH.14,pH.15,pH.13
6/22/2016 8:55,7.98,7.85,7.7
6/22/2016 9:10,7.99,7.87,7.7
6/22/2016 9:25,8,7.87,7.69
6/22/2016 9:40,8.02,7.89,7.7
6/22/2016 9:55,8.02,7.89,7.71
6/22/2016 10:10,8.03,7.9,7.7
6/22/2016 10:25,8.05,7.93,7.69
6/22/2016 10:40,8.06,7.92,7.74
6/22/2016 10:55,8.06,7.95,7.72
6/22/2016 11:10,8.07,7.94,7.72
6/22/2016 11:25,8.08,7.94,7.73
6/22/2016 11:40,8.1,7.98,7.77
6/22/2016 11:55,8.12,7.98,7.78
6/22/2016 12:10,8.12,7.99,7.78
6/22/2016 12:25,8.14,8,7.79
6/22/2016 12:40,8.14,7.99,7.75
6/22/2016 12:55,8.15,8.02,7.78
6/22/2016 13:10,8.18,8.03,7.81
6/22/2016 13:25,8.16,8.04,7.8
6/22/2016 13:40,8.17,8.04,7.8
6/22/2016 13:55,8.19,8.09,7.83
6/22/2016 14:10,8.2,8.08,7.84
6/22/2016 14:25,8.2,8.07,7.86
6/22/2016 14:40,8.21,8.06,7.83
6/22/2016 14:55,8.21,8.07,7.83
6/22/2016 15:10,8.21,8.08,7.82
6/22/2016 15:25,8.2,8.09,7.82
6/22/2016 15:40,8.21,8.1,7.79
6/22/2016 15:55,8.2,8.05,7.78
6/22/2016 16:10,8.2,8.12,7.8
6/22/2016 16:25,8.19,8.12,7.79
6/22/2016 16:40,8.19,8.08,7.77
6/22/2016 16:55,8.2,8.11,7.77
6/22/2016 17:10,8.18,8.08,7.77
6/22/2016 17:25,8.17,8.08,7.79
6/22/2016 17:40,8.17,8.08,7.76
6/22/2016 17:55,8.16,8.07,7.76
6/22/2016 18:10,8.15,8.06,7.76
6/22/2016 18:25,8.15,8.05,7.76
6/22/2016 18:40,8.14,8.05,7.73
6/22/2016 18:55,8.12,8.04,7.72
6/22/2016 19:10,8.11,8.03,7.72
6/22/2016 19:25,8.11,8.02,7.72
6/22/2016 19:40,8.1,8.03,7.73
6/22/2016 19:55,8.09,8.02,7.73
6/22/2016 20:10,8.09,8,7.73
6/22/2016 20:25,8.08,8,7.73
6/22/2016 20:40,8.07,7.99,7.72
6/22/2016 20:55,8.07,7.99,7.72
6/22/2016 21:10,8.06,7.98,7.71
6/22/2016 21:25,8.05,7.97,7.71
6/22/2016 21:40,8.05,7.96,7.71
6/22/2016 21:55,8.04,7.96,7.71
6/22/2016 22:10,8.03,7.95,7.71
6/22/2016 22:25,8.03,7.95,7.71
6/22/2016 22:40,8.02,7.95,7.71
6/22/2016 22:55,8.02,7.94,7.71
6/22/2016 23:10,8.02,7.94,7.71
6/22/2016 23:25,8.02,7.93,7.71
6/22/2016 23:40,8,7.93,7.71
6/22/2016 23:55,8.02,7.93,7.71
6/23/2016 0:10,8.01,7.92,7.71
6/23/2016 0:25,8.01,7.92,7.71
6/23/2016 0:40,8.01,7.91,7.68
6/23/2016 0:55,8,7.91,7.68
6/23/2016 1:10,8,7.91,7.69
6/23/2016 1:25,8,7.91,7.69
6/23/2016 1:40,7.99,7.9,7.69
6/23/2016 1:55,7.99,7.9,7.69
6/23/2016 2:10,7.99,7.89,7.69
6/23/2016 2:25,7.99,7.89,7.69
6/23/2016 2:40,7.97,7.89,7.69
6/23/2016 2:55,7.97,7.88,7.69
6/23/2016 3:10,7.97,7.88,7.66
6/23/2016 3:25,7.97,7.88,7.67
6/23/2016 3:40,7.97,7.88,7.67
6/23/2016 3:55,7.97,7.88,7.67
6/23/2016 4:10,7.97,7.87,7.67
6/23/2016 4:25,7.98,7.87,7.67
6/23/2016 4:40,7.97,7.86,7.67
6/23/2016 4:55,7.97,7.86,7.67
6/23/2016 5:10,7.96,7.86,7.67
6/23/2016 5:25,7.96,7.85,7.65
6/23/2016 5:40,7.94,7.85,7.64
6/23/2016 5:55,7.94,7.85,7.65
6/23/2016 6:10,7.92,7.84,7.65
6/23/2016 6:25,7.92,7.84,7.65
6/23/2016 6:40,7.92,7.84,7.65
6/23/2016 6:55,7.92,7.84,7.65
6/23/2016 7:10,7.92,7.84,7.65
6/23/2016 7:25,7.92,7.84,7.65
6/23/2016 7:40,7.94,7.84,7.66
6/23/2016 7:55,7.96,7.84,7.65
6/23/2016 8:10,7.97,7.85,7.65
6/23/2016 8:25,7.98,7.85,7.65
6/23/2016 8:40,7.98,7.86,7.66
6/23/2016 8:55,7.99,7.87,7.72
6/23/2016 9:10,8,7.87,7.68
6/23/2016 9:25,8.01,7.88,7.67
6/23/2016 9:40,8.03,7.9,7.69
6/23/2016 9:55,8.04,7.89,7.69
6/23/2016 10:10,8.04,7.92,7.69
6/23/2016 10:25,8.05,7.93,7.71
6/23/2016 10:40,8.06,7.95,7.73
6/23/2016 10:55,8.06,7.95,7.73
6/23/2016 11:10,8.06,7.95,7.75
6/23/2016 11:25,8.09,7.97,7.76
6/23/2016 11:40,8.1,7.97,7.78
6/23/2016 11:55,8.08,7.95,7.76
6/23/2016 12:10,8.11,7.99,7.76
6/23/2016 12:25,8.11,7.98,7.76
6/23/2016 12:40,8.11,7.98,7.78
6/23/2016 12:55,8.1,7.99,7.77
6/23/2016 13:10,8.12,8,7.78
6/23/2016 13:25,8.12,8.01,7.8
6/23/2016 13:40,8.16,8.06,7.84
6/23/2016 13:55,8.14,8.01,7.78
6/23/2016 14:10,8.14,8.03,7.8
6/23/2016 14:25,8.14,8.02,7.81
6/23/2016 14:40,8.18,8.04,7.83
6/23/2016 14:55,8.18,8.05,7.82
6/23/2016 15:10,8.16,8.06,7.8
6/23/2016 15:25,8.16,8.08,7.81
6/23/2016 15:40,8.16,8.09,7.8
6/23/2016 15:55,8.15,8.05,7.8
6/23/2016 16:10,8.15,8.1,7.78
6/23/2016 16:25,8.17,8.1,7.8
6/23/2016 16:40,8.17,8.07,7.78
6/23/2016 16:55,8.15,8.07,7.78
6/23/2016 17:10,8.15,8.08,7.77
6/23/2016 17:25,8.15,8.08,7.77
6/23/2016 17:40,8.15,8.06,7.76
6/23/2016 17:55,8.14,8.06,7.76
6/23/2016 18:10,8.12,8.05,7.76
6/23/2016 18:25,8.12,8.04,7.76
6/23/2016 18:40,8.11,8.04,7.73
6/23/2016 18:55,8.1,8.03,7.72
6/23/2016 19:10,8.09,8.02,7.73
6/23/2016 19:25,8.09,8.01,7.73
6/23/2016 19:40,8.08,8.01,7.73
6/23/2016 19:55,8.07,8,7.73
6/23/2016 20:10,8.06,7.99,7.73
6/23/2016 20:25,8.05,7.99,7.73
6/23/2016 20:40,8.05,7.98,7.71
6/23/2016 20:55,8.04,7.98,7.71
6/23/2016 21:10,8.03,7.97,7.72
6/23/2016 21:25,8.03,7.96,7.7
6/23/2016 21:40,8.03,7.96,7.71
6/23/2016 21:55,8.03,7.96,7.7
6/23/2016 22:10,8.03,7.95,7.71
6/23/2016 22:25,8.02,7.95,7.7
6/23/2016 22:40,8.02,7.95,7.71
6/23/2016 22:55,8.02,7.94,7.71
6/23/2016 23:10,8.02,7.94,7.71
6/23/2016 23:25,8.02,7.94,7.71
6/23/2016 23:40,8.01,7.93,7.71
