Tank,Mass,Salinity
20160725_CRM1,99.98,33.331
20160725_TANK10,99.96,33
20160725_TANK11,99.93,33.7
20160725_TANK12,99.99,32.7
20160725_TANK13,99.9,33.6
20160725_TANK14,99.93,30.8
20160725_TANK15,99.95,31
20160725_TANK16,100.09,33.5
20160725_TANK17,99.96,33.7
20160725_TANK18,100.07,32.6
