Names,TA,Mass,
20160407_CRM.csv,2209.780821,99.94,NA
20160407_TANK10.csv,2152.366608,100.2,NA
20160407_TANK11.csv,2166.18936,100,NA
20160407_TANK12.csv,2153.923054,99.98,NA
20160407_TANK13.csv,2159.861195,99.99,NA
20160407_TANK14.csv,2155.114627,99.97,NA
20160407_TANK15.csv,2156.652752,99.99,NA
20160407_TANK16.csv,2163.2062,100.13,NA
20160407_TANK17.csv,2159.743108,99.95,NA
20160407_TANK18.csv,2158.15649,100,NA
20160407mass.csv,NA,NA,NA
TA 20160407 .csv,NA,NA,NA
