"Names","TA","Mass"
"20160329_CRM.csv",2217.39437702602,100,NA
"20160329_TANK10.csv",2163.57041737797,100.08,NA
"20160329_TANK11.csv",2159.04702200299,99.97,NA
"20160329_TANK12.csv",2171.36847886717,100.04,NA
"20160329_TANK13.csv",2169.98270476292,100,NA
"20160329_TANK14.csv",2170.40978013652,100.02,NA
"20160329_TANK15.csv",2169.12264220285,100.11,NA
"20160329_TANK16.csv",2163.09282794055,100.02,NA
"20160329_TANK17.csv",2169.5902114867,100.01,NA
"20160329_TANK18.csv",2163.90906456096,99.99,NA
"20160329mass.csv",NA,NA,NA
"TA 20160329 .csv",NA,NA,NA
