Tank,Mass,Salinity
20160329_CRM,100,33.561
20160329_TANK10,100.08,33.8
20160329_TANK11,99.97,33.8
20160329_TANK12,100.04,33.9
20160329_TANK13,100,34
20160329_TANK14,100.02,33.9
20160329_TANK15,100.11,33.9
20160329_TANK16,100.02,34
20160329_TANK17,100.01,33.9
20160329_TANK18,99.99,33.9
