Tank,Mass,Salinity
20160614_CRM,100,32.985
20160614_S7,99.95,34.2
20160614_S11,100.05,34.1
20160614_S19,100,33.9
20160614_S20,100,33.9
20160614_S27,100.11,33.8
20160614_S30,100.06,33.8
20160614_S37,100.03,33.8
20160614_S38,100.06,33.9
