Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 1/1",,,,
Measured Values,,"Scope 1/1, Sample 1/1",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,54.4,,19.2,,
28,0.0400,-34.4,0.0400,19.2,-88.8,
57,0.0800,-51.6,0.0400,19.2,-17.2,
60,0.1200,-51.6,0.0400,19.2,0.0,
66,0.1600,-50.2,0.0400,19.2,1.4,
96,0.2000,-40.3,0.0400,19.2,9.9,
124,0.2400,-32.0,0.0400,19.2,8.3,
142,0.2800,-26.6,0.0400,19.2,5.4,
160,0.3200,-21.4,0.0400,19.2,5.2,
176,0.3600,-17.5,0.0400,19.2,3.9,
188,0.4000,-14.4,0.0400,19.2,3.1,
198,0.4400,-11.2,0.0400,19.2,3.2,
206,0.4800,-9.1,0.0400,19.2,2.1,
225,0.5200,-4.2,0.0400,19.2,4.9,
232,0.5600,-2.1,0.0400,19.2,2.1,
237,0.6000,-0.6,0.0400,19.2,1.5,
240,0.6400,-0.6,0.0400,19.2,0.0,
250,0.6800,2.7,0.0400,19.2,3.3,
255,0.7200,4.1,0.0400,19.2,1.4,
260,0.7600,5.2,0.0400,19.2,1.1,
264,0.8000,6.3,0.0400,19.2,1.1,
279,0.8400,10.8,0.0400,19.2,4.5,
284,0.8800,13.1,0.0400,19.3,2.3,
289,0.9200,14.6,0.0400,19.2,1.5,
294,0.9600,15.8,0.0400,19.3,1.2,
300,1.0000,17.5,0.0400,19.2,1.7,
305,1.0400,19.5,0.0400,19.3,2.0,
310,1.0800,21.4,0.0400,19.3,1.9,
315,1.1200,23.9,0.0400,19.2,2.5,
320,1.1600,26.4,0.0400,19.3,2.5,
325,1.2000,28.2,0.0400,19.2,1.8,
330,1.2400,30.3,0.0400,19.3,2.1,
335,1.2800,31.6,0.0400,19.2,1.3,
340,1.3200,33.9,0.0400,19.3,2.3,
345,1.3600,36.7,0.0400,19.3,2.8,
349,1.4000,39.5,0.0400,19.2,2.8,
354,1.4400,41.1,0.0400,19.3,1.6,
358,1.4800,43.1,0.0400,19.3,2.0,
363,1.5200,45.1,0.0400,19.3,2.0,
368,1.5600,47.2,0.0400,19.3,2.1,
372,1.6000,50.1,0.0400,19.3,2.9,
377,1.6400,52.2,0.0400,19.3,2.1,
382,1.6800,55.2,0.0400,19.3,3.0,
386,1.7200,59.0,0.0400,19.3,3.8,
391,1.7600,61.1,0.0400,19.3,2.1,
395,1.8000,65.7,0.0400,19.3,4.6,
400,1.8400,70.3,0.0400,19.3,4.6,
404,1.8800,74.7,0.0400,19.3,4.4,
408,1.9200,79.5,0.0400,19.3,4.8,
413,1.9600,84.7,0.0400,19.3,5.2,
417,2.0000,90.2,0.0400,19.3,5.5,
422,2.0400,96.5,0.0400,19.3,6.3,
427,2.0800,102.6,0.0400,19.3,6.1,
449,2.1200,116.8,0.0400,19.3,14.2,
464,2.1600,131.0,0.0400,19.3,14.2,
477,2.2000,145.4,0.0400,19.3,14.4,335.03
484,2.2400,157.5,0.0400,19.3,12.1,296.53
492,2.2800,166.5,0.0400,19.3,9.0,227.78
496,2.3200,174.8,0.0400,19.3,8.3,171.98
500,2.3600,180.8,0.0400,19.3,6.0,125.80
624,2.3800,182.1,0.0200,19.3,1.3,109.25
629,2.4000,184.2,0.0200,19.3,2.1,96.09
635,2.4200,186.1,0.0200,19.3,1.9,85.48
639,2.4400,188.1,0.0200,19.3,2.0,85.97
644,2.4600,189.7,0.0200,19.3,1.6,87.40
