Tank,Mass,Salinity
20160225_CRM,100.2,33.561
20160225_CRM2,99.82,33.561
20160225_Tank10,100.01,33.561
20160225_Tank11,100.1,33.561
20160225_Tank12,99.97,33.561
20160225_Tank13,100,33.561
20160225_Tank14,100.1,33.561
20160225_Tank15,100,33.561
20160225_Tank16,99.99,33.561
20160225_Tank17,99.99,33.561
20160225_Tank18,100,33.561
