Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6384


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,29/06/2016 , 10:45:00,3358,3358
2,29/06/2016 , 11:00:00,4706,4706
3,29/06/2016 , 11:15:00,5329,5329
4,29/06/2016 , 11:30:00,4970,4970
5,29/06/2016 , 11:45:00,5364,5364
6,29/06/2016 , 12:00:00,4961,4961
7,29/06/2016 , 12:15:00,4509,4509
8,29/06/2016 , 12:30:00,4932,4932
9,29/06/2016 , 12:45:00,3239,3239
10,29/06/2016 , 13:00:00,2541,2541
11,29/06/2016 , 13:15:00,2398,2398
12,29/06/2016 , 13:30:00,2389,2389
13,29/06/2016 , 13:45:00,2266,2266
14,29/06/2016 , 14:00:00,2080,2080
15,29/06/2016 , 14:15:00,1961,1961
16,29/06/2016 , 14:30:00,2140,2140
17,29/06/2016 , 14:45:00,1819,1819
18,29/06/2016 , 15:00:00,1306,1306
19,29/06/2016 , 15:15:00,1517,1517
20,29/06/2016 , 15:30:00,1643,1643
21,29/06/2016 , 15:45:00,1036,1036
22,29/06/2016 , 16:00:00,704,704
23,29/06/2016 , 16:15:00,743,743
24,29/06/2016 , 16:30:00,663,663
25,29/06/2016 , 16:45:00,533,533
26,29/06/2016 , 17:00:00,363,363
27,29/06/2016 , 17:15:00,375,375
28,29/06/2016 , 17:30:00,392,392
29,29/06/2016 , 17:45:00,437,437
30,29/06/2016 , 18:00:00,280,280
31,29/06/2016 , 18:15:00,227,227
32,29/06/2016 , 18:30:00,201,201
33,29/06/2016 , 18:45:00,134,134
34,29/06/2016 , 19:00:00,86,86
35,29/06/2016 , 19:15:00,37,37
36,29/06/2016 , 19:30:00,8,8
37,29/06/2016 , 19:45:00,0,0
38,29/06/2016 , 20:00:00,0,0
39,29/06/2016 , 20:15:00,0,0
40,29/06/2016 , 20:30:00,0,0
41,29/06/2016 , 20:45:00,0,0
42,29/06/2016 , 21:00:00,0,0
43,29/06/2016 , 21:15:00,0,0
44,29/06/2016 , 21:30:00,0,0
45,29/06/2016 , 21:45:00,0,0
46,29/06/2016 , 22:00:00,0,0
47,29/06/2016 , 22:15:00,0,0
48,29/06/2016 , 22:30:00,0,0
49,29/06/2016 , 22:45:00,0,0
50,29/06/2016 , 23:00:00,0,0
51,29/06/2016 , 23:15:00,0,0
52,29/06/2016 , 23:30:00,0,0
53,29/06/2016 , 23:45:00,0,0
54,29/06/2016 , 24:00:00,0,0
55,30/06/2016 , 00:15:00,0,0
56,30/06/2016 , 00:30:00,0,0
57,30/06/2016 , 00:45:00,0,0
58,30/06/2016 , 01:00:00,0,0
59,30/06/2016 , 01:15:00,0,0
60,30/06/2016 , 01:30:00,0,0
61,30/06/2016 , 01:45:00,0,0
62,30/06/2016 , 02:00:00,0,0
63,30/06/2016 , 02:15:00,0,0
64,30/06/2016 , 02:30:00,0,0
65,30/06/2016 , 02:45:00,0,0
66,30/06/2016 , 03:00:00,0,0
67,30/06/2016 , 03:15:00,0,0
68,30/06/2016 , 03:30:00,0,0
69,30/06/2016 , 03:45:00,0,0
70,30/06/2016 , 04:00:00,0,0
71,30/06/2016 , 04:15:00,0,0
72,30/06/2016 , 04:30:00,0,0
73,30/06/2016 , 04:45:00,0,0
74,30/06/2016 , 05:00:00,0,0
75,30/06/2016 , 05:15:00,0,0
76,30/06/2016 , 05:30:00,0,0
77,30/06/2016 , 05:45:00,0,0
78,30/06/2016 , 06:00:00,6,6
79,30/06/2016 , 06:15:00,44,44
80,30/06/2016 , 06:30:00,94,94
81,30/06/2016 , 06:45:00,168,168
82,30/06/2016 , 07:00:00,219,219
83,30/06/2016 , 07:15:00,248,248
84,30/06/2016 , 07:30:00,653,653
85,30/06/2016 , 07:45:00,769,769
86,30/06/2016 , 08:00:00,677,677
87,30/06/2016 , 08:15:00,742,742
88,30/06/2016 , 08:30:00,937,937
89,30/06/2016 , 08:45:00,1372,1372
90,30/06/2016 , 09:00:00,1112,1112
91,30/06/2016 , 09:15:00,1159,1159
92,30/06/2016 , 09:30:00,2077,2077
93,30/06/2016 , 09:45:00,1163,1163
94,30/06/2016 , 10:00:00,2728,2728
95,30/06/2016 , 10:15:00,3614,3614
96,30/06/2016 , 10:30:00,4088,4088
97,30/06/2016 , 10:45:00,2875,2875
98,30/06/2016 , 11:00:00,3787,3787
99,30/06/2016 , 11:15:00,5559,5559
100,30/06/2016 , 11:30:00,4292,4292
101,30/06/2016 , 11:45:00,3379,3379
102,30/06/2016 , 12:00:00,2871,2871
103,30/06/2016 , 12:15:00,2585,2585
104,30/06/2016 , 12:30:00,2701,2701
105,30/06/2016 , 12:45:00,2684,2684
106,30/06/2016 , 13:00:00,3258,3258
107,30/06/2016 , 13:15:00,2737,2737
108,30/06/2016 , 13:30:00,2479,2479
