Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6378


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,22/06/2016 , 14:15:00,2650,2650
2,22/06/2016 , 14:30:00,2979,2979
3,22/06/2016 , 14:45:00,2646,2646
4,22/06/2016 , 15:00:00,2926,2926
5,22/06/2016 , 15:15:00,3108,3108
6,22/06/2016 , 15:30:00,2698,2698
7,22/06/2016 , 15:45:00,2366,2366
8,22/06/2016 , 16:00:00,1208,1208
9,22/06/2016 , 16:15:00,1629,1629
10,22/06/2016 , 16:30:00,1991,1991
11,22/06/2016 , 16:45:00,1012,1012
12,22/06/2016 , 17:00:00,1442,1442
13,22/06/2016 , 17:15:00,772,772
14,22/06/2016 , 17:30:00,590,590
15,22/06/2016 , 17:45:00,589,589
16,22/06/2016 , 18:00:00,350,350
17,22/06/2016 , 18:15:00,229,229
18,22/06/2016 , 18:30:00,214,214
19,22/06/2016 , 18:45:00,124,124
20,22/06/2016 , 19:00:00,61,61
21,22/06/2016 , 19:15:00,26,26
22,22/06/2016 , 19:30:00,5,5
23,22/06/2016 , 19:45:00,0,0
24,22/06/2016 , 20:00:00,0,0
25,22/06/2016 , 20:15:00,0,0
26,22/06/2016 , 20:30:00,0,0
27,22/06/2016 , 20:45:00,0,0
28,22/06/2016 , 21:00:00,0,0
29,22/06/2016 , 21:15:00,0,0
30,22/06/2016 , 21:30:00,0,0
31,22/06/2016 , 21:45:00,0,0
32,22/06/2016 , 22:00:00,0,0
33,22/06/2016 , 22:15:00,0,0
34,22/06/2016 , 22:30:00,0,0
35,22/06/2016 , 22:45:00,0,0
36,22/06/2016 , 23:00:00,0,0
37,22/06/2016 , 23:15:00,0,0
38,22/06/2016 , 23:30:00,0,0
39,22/06/2016 , 23:45:00,0,0
40,22/06/2016 , 24:00:00,0,0
41,23/06/2016 , 00:15:00,0,0
42,23/06/2016 , 00:30:00,0,0
43,23/06/2016 , 00:45:00,0,0
44,23/06/2016 , 01:00:00,0,0
45,23/06/2016 , 01:15:00,0,0
46,23/06/2016 , 01:30:00,0,0
47,23/06/2016 , 01:45:00,0,0
48,23/06/2016 , 02:00:00,0,0
49,23/06/2016 , 02:15:00,0,0
50,23/06/2016 , 02:30:00,0,0
51,23/06/2016 , 02:45:00,0,0
52,23/06/2016 , 03:00:00,0,0
53,23/06/2016 , 03:15:00,0,0
54,23/06/2016 , 03:30:00,0,0
55,23/06/2016 , 03:45:00,0,0
56,23/06/2016 , 04:00:00,0,0
57,23/06/2016 , 04:15:00,0,0
58,23/06/2016 , 04:30:00,0,0
59,23/06/2016 , 04:45:00,0,0
60,23/06/2016 , 05:00:00,0,0
61,23/06/2016 , 05:15:00,0,0
62,23/06/2016 , 05:30:00,0,0
63,23/06/2016 , 05:45:00,0,0
64,23/06/2016 , 06:00:00,7,7
65,23/06/2016 , 06:15:00,30,30
66,23/06/2016 , 06:30:00,76,76
67,23/06/2016 , 06:45:00,120,120
68,23/06/2016 , 07:00:00,308,308
69,23/06/2016 , 07:15:00,212,212
70,23/06/2016 , 07:30:00,363,363
71,23/06/2016 , 07:45:00,540,540
72,23/06/2016 , 08:00:00,635,635
73,23/06/2016 , 08:15:00,688,688
74,23/06/2016 , 08:30:00,721,721
75,23/06/2016 , 08:45:00,688,688
76,23/06/2016 , 09:00:00,696,696
77,23/06/2016 , 09:15:00,990,990
78,23/06/2016 , 09:30:00,2655,2655
79,23/06/2016 , 09:45:00,1220,1220
80,23/06/2016 , 10:00:00,1207,1207
81,23/06/2016 , 10:15:00,803,803
82,23/06/2016 , 10:30:00,1191,1191
83,23/06/2016 , 10:45:00,1095,1095
84,23/06/2016 , 11:00:00,844,844
85,23/06/2016 , 11:15:00,1122,1122
86,23/06/2016 , 11:30:00,1340,1340
87,23/06/2016 , 11:45:00,1119,1119
88,23/06/2016 , 12:00:00,1127,1127
89,23/06/2016 , 12:15:00,3211,3211
90,23/06/2016 , 12:30:00,1780,1780
91,23/06/2016 , 12:45:00,884,884
92,23/06/2016 , 13:00:00,1077,1077
93,23/06/2016 , 13:15:00,1494,1494
94,23/06/2016 , 13:30:00,1628,1628
95,23/06/2016 , 13:45:00,1931,1931
96,23/06/2016 , 14:00:00,1280,1280
97,23/06/2016 , 14:15:00,912,912
98,23/06/2016 , 14:30:00,2104,2104
99,23/06/2016 , 14:45:00,2946,2946
100,23/06/2016 , 15:00:00,3130,3130
101,23/06/2016 , 15:15:00,3020,3020
102,23/06/2016 , 15:30:00,2888,2888
103,23/06/2016 , 15:45:00,2315,2315
104,23/06/2016 , 16:00:00,1267,1267
105,23/06/2016 , 16:15:00,1517,1517
106,23/06/2016 , 16:30:00,2073,2073
107,23/06/2016 , 16:45:00,1904,1904
108,23/06/2016 , 17:00:00,1260,1260
