"Names","TA","Mass"
"20160706_CRM.csv",2227.24926635899,100.03,NA
"20160706_S1.csv",2167.08905346473,99.97,NA
"20160706_S2.csv",2169.83355981466,99.92,NA
"20160706_S26.csv",2176.96809698561,100,NA
"20160706_S27.csv",2174.28992990171,99.99,NA
"20160706_S28.csv",2168.57721054339,100.11,NA
"20160706_S3.csv",2172.55415568835,99.98,NA
"20160706_S4.csv",2164.89903414975,100,NA
"20160706_Shayle30.csv",2170.40291916558,100.12,NA
"20160706_Shayle7.csv",2155.75401406884,100.11,NA
"20160706mass.csv",NA,NA,NA
"TA 20160706 .csv",NA,NA,NA
