Tank,Mass,Salinity
20160706_CRM,100.03,33.331
20160706_S1,99.97,34
20160706_S2,99.92,34
20160706_S3,99.98,34
20160706_S4,100,33.9
20160706_Shayle7,100.11,34
20160706_S26,100,34
20160706_S27,99.99,34.1
20160706_S28,100.11,34.2
20160706_Shayle30,100.12,33.8
