Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 5/9",,,,
Measured Values,,"Scope 1/1, Sample 5/9",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,51.8,,20.0,,
28,0.0400,-36.9,0.0400,20.0,-88.7,
54,0.0800,-54.0,0.0400,20.0,-17.1,
57,0.1200,-54.2,0.0400,20.0,-0.2,
80,0.1600,-49.1,0.0400,20.0,5.1,
106,0.2000,-41.6,0.0400,20.0,7.5,
132,0.2400,-34.2,0.0400,20.0,7.4,
155,0.2800,-27.8,0.0400,20.0,6.4,
173,0.3200,-22.6,0.0400,20.0,5.2,
190,0.3600,-18.0,0.0400,20.0,4.6,
203,0.4000,-14.1,0.0400,20.0,3.9,
216,0.4400,-11.0,0.0400,20.0,3.1,
224,0.4800,-8.8,0.0400,20.0,2.2,
243,0.5200,-3.9,0.0400,20.0,4.9,
250,0.5600,-1.7,0.0400,20.0,2.2,
254,0.6000,-0.7,0.0400,20.0,1.0,
258,0.6400,0.1,0.0400,20.0,0.8,
263,0.6800,2.4,0.0400,20.0,2.3,
269,0.7200,3.8,0.0400,20.0,1.4,
273,0.7600,5.2,0.0400,20.0,1.4,
278,0.8000,6.2,0.0400,20.0,1.0,
295,0.8400,11.5,0.0400,20.0,5.3,
301,0.8800,12.8,0.0400,20.0,1.3,
308,0.9200,14.7,0.0400,20.0,1.9,
314,0.9600,16.4,0.0400,20.0,1.7,
319,1.0000,18.1,0.0400,20.0,1.7,
326,1.0400,19.8,0.0400,20.0,1.7,
334,1.0800,21.9,0.0400,20.0,2.1,
339,1.1200,23.5,0.0400,20.0,1.6,
346,1.1600,25.5,0.0400,20.0,2.0,
352,1.2000,27.7,0.0400,20.0,2.2,
358,1.2400,29.2,0.0400,20.0,1.5,
364,1.2800,31.5,0.0400,20.0,2.3,
370,1.3200,33.5,0.0400,20.0,2.0,
375,1.3600,36.4,0.0400,20.0,2.9,
380,1.4000,38.9,0.0400,20.0,2.5,
385,1.4400,41.8,0.0400,20.0,2.9,
390,1.4800,44.6,0.0400,20.0,2.8,
394,1.5200,48.9,0.0400,20.0,4.3,
398,1.5600,51.1,0.0400,20.0,2.2,
403,1.6000,53.6,0.0400,20.0,2.5,
407,1.6400,56.1,0.0400,20.0,2.5,
412,1.6800,58.5,0.0400,20.0,2.4,
417,1.7200,62.2,0.0400,20.0,3.7,
421,1.7600,65.8,0.0400,20.0,3.6,
426,1.8000,68.4,0.0400,20.0,2.6,
430,1.8400,72.7,0.0400,20.0,4.3,
436,1.8800,76.2,0.0400,20.0,3.5,
440,1.9200,82.7,0.0400,20.0,6.5,
445,1.9600,88.7,0.0400,20.0,6.0,
450,2.0000,93.9,0.0400,20.0,5.2,
480,2.0400,107.5,0.0400,20.0,13.6,
502,2.0800,120.0,0.0400,20.0,12.5,
519,2.1200,135.6,0.0400,20.0,15.6,
533,2.1600,150.4,0.0400,20.0,14.8,329.18
545,2.2000,161.9,0.0400,20.0,11.5,270.16
549,2.2400,169.9,0.0400,20.0,8.0,212.86
555,2.2800,176.9,0.0400,20.0,7.0,153.64
560,2.3200,182.3,0.0400,20.0,5.4,119.22
686,2.3400,184.9,0.0200,20.0,2.6,111.18
691,2.3600,187.0,0.0200,20.0,2.1,105.24
696,2.3800,188.9,0.0200,20.0,1.9,95.96
699,2.4000,191.0,0.0200,20.0,2.1,89.40
704,2.4200,192.5,0.0200,20.0,1.5,83.23
707,2.4400,194.2,0.0200,20.0,1.7,79.63
