Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 7/9",,,,
Measured Values,,"Scope 1/1, Sample 7/9",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,52.9,,20.0,,
28,0.0400,-36.5,0.0400,20.0,-89.4,
54,0.0800,-53.8,0.0400,20.0,-17.3,
58,0.1200,-53.8,0.0400,20.0,0.0,
76,0.1600,-49.8,0.0400,20.0,4.0,
104,0.2000,-41.6,0.0400,20.0,8.2,
130,0.2400,-34.3,0.0400,20.0,7.3,
154,0.2800,-27.8,0.0400,20.0,6.5,
174,0.3200,-22.6,0.0400,20.0,5.2,
192,0.3600,-17.9,0.0400,20.0,4.7,
206,0.4000,-14.5,0.0400,20.0,3.4,
218,0.4400,-11.4,0.0400,20.0,3.1,
226,0.4800,-9.2,0.0400,20.0,2.2,
245,0.5200,-4.0,0.0400,20.0,5.2,
253,0.5600,-1.7,0.0400,20.0,2.3,
256,0.6000,-0.8,0.0400,20.0,0.9,
261,0.6400,-0.2,0.0400,20.0,0.6,
266,0.6800,2.4,0.0400,20.0,2.6,
271,0.7200,4.2,0.0400,20.0,1.8,
275,0.7600,5.1,0.0400,20.0,0.9,
297,0.8000,10.3,0.0400,20.0,5.2,
302,0.8400,12.3,0.0400,20.0,2.0,
307,0.8800,13.6,0.0400,20.0,1.3,
312,0.9200,15.4,0.0400,20.0,1.8,
317,0.9600,16.7,0.0400,20.0,1.3,
322,1.0000,18.3,0.0400,20.0,1.6,
328,1.0400,20.0,0.0400,20.0,1.7,
334,1.0800,22.2,0.0400,20.0,2.2,
339,1.1200,24.2,0.0400,20.0,2.0,
345,1.1600,25.9,0.0400,20.0,1.7,
350,1.2000,28.1,0.0400,20.0,2.2,
355,1.2400,29.7,0.0400,20.0,1.6,
361,1.2800,31.9,0.0400,20.0,2.2,
367,1.3200,34.5,0.0400,20.0,2.6,
372,1.3600,36.8,0.0400,20.0,2.3,
377,1.4000,39.0,0.0400,20.0,2.2,
382,1.4400,41.3,0.0400,20.0,2.3,
387,1.4800,43.7,0.0400,20.0,2.4,
392,1.5200,45.9,0.0400,20.0,2.2,
398,1.5600,47.6,0.0400,20.0,1.7,
406,1.6000,50.5,0.0400,20.0,2.9,
411,1.6400,55.1,0.0400,20.0,4.6,
416,1.6800,59.0,0.0400,20.0,3.9,
420,1.7200,64.8,0.0400,20.0,5.8,
425,1.7600,68.9,0.0400,20.0,4.1,
429,1.8000,71.8,0.0400,20.0,2.9,
433,1.8400,73.7,0.0400,20.0,1.9,
438,1.8800,78.2,0.0400,20.0,4.5,
443,1.9200,83.7,0.0400,20.0,5.5,
448,1.9600,88.4,0.0400,20.0,4.7,
454,2.0000,95.1,0.0400,20.0,6.7,
484,2.0400,110.1,0.0400,20.0,15.0,
503,2.0800,123.6,0.0400,20.0,13.5,
515,2.1200,139.2,0.0400,20.0,15.6,
527,2.1600,153.8,0.0400,20.0,14.6,321.93
536,2.2000,164.4,0.0400,20.0,10.6,258.06
542,2.2400,172.7,0.0400,20.0,8.3,200.08
546,2.2800,179.1,0.0400,20.0,6.4,143.76
550,2.3200,183.6,0.0400,20.0,4.5,110.47
675,2.3400,186.8,0.0200,20.0,3.2,103.12
679,2.3600,188.3,0.0200,20.0,1.5,96.03
683,2.3800,190.4,0.0200,20.0,2.1,90.98
689,2.4000,191.9,0.0200,20.0,1.5,83.95
693,2.4200,193.5,0.0200,20.1,1.6,76.45
698,2.4400,195.4,0.0200,20.1,1.9,76.40
