Tank,Mass,Salinity
20160331_CRM,99.76,33.561
20160331_TANK10,99.97,33.9
20160331_TANK11,99.97,34
20160331_TANK12,100.01,33.9
20160331_TANK13,99.97,34
20160331_TANK14,99.95,33.8
20160331_TANK15,99.99,33.9
20160331_TANK16,99.96,34.1
20160331_TANK17,100.02,34
20160331_TANK18,100,33.9
