"Names","TA","Mass"
"20160331_CRM.csv",2217.83749027183,99.76,NA
"20160331_TANK10.csv",2148.39052078878,99.97,NA
"20160331_TANK11.csv",2157.0722275173,99.97,NA
"20160331_TANK12.csv",2159.43058677906,100.01,NA
"20160331_TANK13.csv",2155.65753766244,99.97,NA
"20160331_TANK14.csv",2152.67944456817,99.95,NA
"20160331_TANK15.csv",2158.22723553993,99.99,NA
"20160331_TANK16.csv",2158.97922908024,99.96,NA
"20160331_TANK17.csv",2155.66660788351,100.02,NA
"20160331_TANK18.csv",2143.03399198027,100,NA
"20160331mass.csv",NA,NA,NA
