Tank,Mass,Salinity
20160425_CRM,100.06,32.985
20160425_TANK10,99.99,33.5
20160425_TANK11,100.06,33.2
20160425_TANK12,100.09,33.2
20160425_TANK13,100.01,33.6
20160425_TANK14,100.02,33.5
20160425_TANK15,100.07,33.1
20160425_TANK16,100.02,33.6
20160425_TANK17,100,33.5
20160425_TANK18,100.09,33.3
