Names,TA,Mass,
20160425_CRM.csv,2198.618838,100.06,NA
20160425_TANK10.csv,2163.999266,99.99,NA
20160425_TANK11.csv,2173.266447,100.06,NA
20160425_TANK12.csv,2184.939201,100.09,NA
20160425_TANK13.csv,2170.310846,100.01,NA
20160425_TANK14.csv,2176.090345,100.02,NA
20160425_TANK15.csv,2173.033359,100.07,NA
20160425_TANK16.csv,2127.52291,100.02,NA
20160425_TANK17.csv,2176.571618,100,NA
20160425_TANK18.csv,2178.674632,100.09,NA
20160425mass.csv,NA,NA,NA
TA 20160425 .csv,NA,NA,NA
