Tank,Mass,Salinity
20160310_CRM,100.78,33.561
20160310_TANK10,99.9,33.9
20160310_TANK11,99.25,34.1
20160310_TANK12,100.59,34.1
20160310_TANK13,100.02,34.2
20160310_TANK14,99.12,34.2
20160310_TANK15,99.93,34.3
20160310_TANK16,99.97,34.1
20160310_TANK17,99.7,34.2
20160310_TANK18,99.88,34.2
