Names,TA,Mass,
20160602_CRM.csv,2220.364892,100.03,NA
20160602_TANK10.csv,2111.407317,100.01,NA
20160602_TANK11.csv,2112.725149,99.98,NA
20160602_TANK12.csv,2116.444948,100,NA
20160602_TANK13.csv,2108.881644,100.02,NA
20160602_TANK14.csv,2104.946793,100.02,NA
20160602_TANK15.csv,2113.87682,100.02,NA
20160602_TANK16.csv,2120.509541,99.99,NA
20160602_TANK17.csv,2123.019789,100,NA
20160602_TANK18.csv,2112.436398,99.98,NA
20160602mass.csv,NA,NA,NA
TA 20160602 .csv,NA,NA,NA
