Tank,Mass,Salinity
20160714_CRM,100.03,33.331
20160714_TANK4,100.01,33.9
20160714_TANK5,99.55,34
20160714_TANK6,100.14,34.2
20160714_TANK8,100.04,33.9
20160714_TANK9,99.95,34
20160714_TANK10,99.88,33.9
20160714_TANK11,99.65,34.1
20160714_TANK12,99.6,33.8
20160714_TANK13,99.26,34
20160714_TANK14,99.74,33.8
20160714_TANK15,100.51,33.8
20160714_TANK16,100.38,33.9
20160714_TANK17,99.53,33.9
20160714_TANK18,99.9,33.7
