Date.Time,SN_10779056,SN_10779059,SN_10779060,SN_10779061,SN_10779062,SN_10779063,SN_10779064,SN_10779065,SN_10779067
3/2/16 22:00,24.122,23.954,24.002,24.122,23.833,24.098,24.291,24.026,23.905
3/2/16 22:15,24.098,23.93,23.954,24.074,23.785,24.05,24.243,24.002,23.881
3/2/16 22:30,24.05,23.881,23.93,24.05,23.761,24.026,24.219,23.954,23.833
3/2/16 22:45,24.002,23.857,23.905,24.002,23.737,24.002,24.171,23.93,23.785
3/2/16 23:00,23.954,23.809,23.857,23.978,23.689,23.954,24.146,23.881,23.761
3/2/16 23:15,23.93,23.785,23.833,23.93,23.665,23.93,24.098,23.857,23.713
3/2/16 23:30,23.881,23.761,23.809,23.905,23.617,23.905,24.074,23.833,23.689
3/2/16 23:45,23.833,23.713,23.785,23.881,23.593,23.881,24.05,23.809,23.665
3/3/16 0:00,23.809,23.689,23.761,23.857,23.569,23.881,24.026,23.785,23.641
3/3/16 0:15,23.785,23.665,23.737,23.833,23.545,23.857,24.026,23.761,23.593
3/3/16 0:30,23.737,23.641,23.713,23.809,23.521,23.833,24.002,23.737,23.569
3/3/16 0:45,23.713,23.617,23.689,23.785,23.497,23.809,23.978,23.713,23.545
3/3/16 1:00,23.689,23.593,23.665,23.737,23.448,23.785,23.954,23.689,23.521
3/3/16 1:15,23.665,23.569,23.641,23.713,23.424,23.761,23.93,23.665,23.497
3/3/16 1:30,23.641,23.545,23.641,23.689,23.4,23.761,23.905,23.641,23.472
3/3/16 1:45,23.593,23.521,23.617,23.689,23.376,23.761,23.905,23.641,23.448
3/3/16 2:00,23.569,23.497,23.593,23.665,23.352,23.737,23.881,23.617,23.424
3/3/16 2:15,23.545,23.497,23.593,23.641,23.352,23.737,23.881,23.593,23.424
3/3/16 2:30,23.521,23.472,23.569,23.641,23.328,23.761,23.857,23.593,23.4
3/3/16 2:45,23.497,23.448,23.569,23.617,23.328,23.761,23.857,23.593,23.4
3/3/16 3:00,23.472,23.448,23.569,23.593,23.304,23.737,23.833,23.569,23.376
3/3/16 3:15,23.448,23.424,23.545,23.593,23.28,23.737,23.833,23.569,23.376
3/3/16 3:30,23.424,23.424,23.545,23.593,23.28,23.737,23.833,23.569,23.352
3/3/16 3:45,23.4,23.4,23.545,23.569,23.256,23.737,23.809,23.569,23.352
3/3/16 4:00,23.4,23.4,23.521,23.569,23.256,23.761,23.809,23.545,23.352
3/3/16 4:15,23.376,23.376,23.521,23.545,23.256,23.761,23.809,23.545,23.352
3/3/16 4:30,23.352,23.376,23.521,23.545,23.232,23.761,23.809,23.545,23.328
3/3/16 4:45,23.328,23.352,23.521,23.545,23.232,23.761,23.809,23.545,23.328
3/3/16 5:00,23.328,23.352,23.497,23.545,23.208,23.761,23.809,23.521,23.328
3/3/16 5:15,23.304,23.352,23.497,23.521,23.208,23.737,23.785,23.521,23.304
3/3/16 5:30,23.304,23.328,23.497,23.521,23.184,23.737,23.785,23.521,23.304
3/3/16 5:45,23.28,23.328,23.497,23.497,23.184,23.737,23.785,23.497,23.28
3/3/16 6:00,23.256,23.304,23.472,23.497,23.184,23.737,23.761,23.497,23.28
3/3/16 6:15,23.256,23.304,23.472,23.497,23.16,23.737,23.761,23.497,23.28
3/3/16 6:30,23.232,23.304,23.472,23.497,23.16,23.737,23.761,23.497,23.28
3/3/16 6:45,23.232,23.28,23.472,23.472,23.136,23.713,23.761,23.472,23.256
3/3/16 7:00,23.208,23.256,23.448,23.448,23.112,23.689,23.737,23.448,23.232
3/3/16 7:15,23.208,23.256,23.448,23.448,23.112,23.689,23.737,23.448,23.232
3/3/16 7:30,23.184,23.256,23.424,23.448,23.112,23.689,23.737,23.448,23.232
3/3/16 7:45,23.184,23.256,23.448,23.448,23.112,23.689,23.737,23.448,23.232
3/3/16 8:00,23.16,23.256,23.448,23.448,23.112,23.713,23.761,23.472,23.256
3/3/16 8:15,23.184,23.28,23.472,23.472,23.136,23.737,23.785,23.497,23.28
3/3/16 8:30,23.184,23.304,23.497,23.497,23.16,23.785,23.809,23.545,23.328
3/3/16 8:45,23.208,23.352,23.545,23.545,23.208,23.857,23.857,23.593,23.4
3/3/16 9:00,23.208,23.4,23.617,23.617,23.256,23.905,23.93,23.689,23.497
3/3/16 9:15,23.232,23.448,23.665,23.689,23.304,23.978,24.026,23.761,23.593
3/3/16 9:30,23.28,23.521,23.737,23.785,23.376,24.05,24.122,23.833,23.689
3/3/16 9:45,23.352,23.569,23.809,23.881,23.448,24.122,24.219,23.954,23.809
3/3/16 10:00,23.448,23.665,23.905,24.002,23.545,24.219,24.363,24.074,23.93
3/3/16 10:15,23.545,23.761,24.002,24.146,23.665,24.339,24.508,24.195,24.074
3/3/16 10:30,23.713,23.857,24.098,24.267,23.737,24.46,24.629,24.291,24.195
3/3/16 10:45,23.881,23.954,24.219,24.363,23.833,24.557,24.774,24.412,24.315
3/3/16 11:00,24.002,24.05,24.315,24.484,23.954,24.677,24.895,24.557,24.436
3/3/16 11:15,24.122,24.146,24.412,24.581,24.026,24.75,25.016,24.629,24.557
3/3/16 11:30,24.267,24.243,24.508,24.726,24.146,24.871,25.137,24.75,24.677
3/3/16 11:45,24.412,24.363,24.653,24.847,24.267,24.968,25.283,24.871,24.823
3/3/16 12:00,24.557,24.412,24.702,24.895,24.315,25.016,25.331,24.944,24.895
3/3/16 12:15,24.702,24.484,24.774,24.968,24.388,25.089,25.428,25.016,24.968
3/3/16 12:30,24.774,24.605,24.895,25.113,24.508,25.21,25.55,25.137,25.113
3/3/16 12:45,24.871,24.677,24.944,25.186,24.605,25.258,25.623,25.186,25.186
3/3/16 13:00,25.016,24.774,25.016,25.307,24.702,25.38,25.744,25.307,25.283
3/3/16 13:15,25.113,24.823,25.065,25.355,24.75,25.428,25.768,25.355,25.331
3/3/16 13:30,25.234,24.847,25.089,25.38,24.774,25.428,25.793,25.38,25.38
3/3/16 13:45,25.307,24.871,25.113,25.404,24.798,25.428,25.817,25.38,25.38
3/3/16 14:00,25.331,24.895,25.113,25.404,24.823,25.428,25.841,25.355,25.38
3/3/16 14:15,25.355,24.895,25.113,25.404,24.847,25.404,25.866,25.355,25.355
3/3/16 14:30,25.355,24.895,25.137,25.404,24.847,25.38,25.89,25.331,25.355
3/3/16 14:45,25.38,24.919,25.162,25.428,24.871,25.38,25.914,25.331,25.355
3/3/16 15:00,25.38,24.919,25.137,25.428,24.895,25.38,25.939,25.307,25.355
3/3/16 15:15,25.38,24.919,25.113,25.404,24.895,25.355,25.914,25.283,25.331
3/3/16 15:30,25.38,24.919,25.113,25.38,24.895,25.331,25.914,25.258,25.307
3/3/16 15:45,25.38,24.919,25.089,25.38,24.895,25.307,25.914,25.234,25.283
3/3/16 16:00,25.355,24.919,25.089,25.331,24.871,25.258,25.914,25.21,25.258
3/3/16 16:15,25.355,24.919,25.065,25.331,24.871,25.234,25.89,25.186,25.234
3/3/16 16:30,25.307,24.919,25.065,25.307,24.871,25.234,25.866,25.186,25.21
3/3/16 16:45,25.283,24.919,25.04,25.283,24.847,25.186,25.866,25.162,25.186
3/3/16 17:00,25.258,24.919,25.04,25.258,24.847,25.162,25.841,25.137,25.162
3/3/16 17:15,25.234,24.919,25.016,25.234,24.823,25.137,25.817,25.113,25.137
3/3/16 17:30,25.21,24.895,24.992,25.21,24.823,25.113,25.793,25.089,25.113
3/3/16 17:45,25.186,24.871,24.968,25.186,24.798,25.089,25.768,25.04,25.089
3/3/16 18:00,25.162,24.871,24.944,25.137,24.774,25.04,25.72,25.016,25.04
3/3/16 18:15,25.113,24.847,24.919,25.113,24.75,25.016,25.695,24.992,25.016
3/3/16 18:30,25.089,24.823,24.895,25.089,24.726,24.992,25.671,24.944,24.992
3/3/16 18:45,25.065,24.823,24.871,25.04,24.702,24.944,25.623,24.919,24.944
3/3/16 19:00,25.016,24.798,24.847,25.016,24.702,24.919,25.598,24.895,24.919
3/3/16 19:15,24.992,24.774,24.823,24.992,24.677,24.895,25.55,24.847,24.895
3/3/16 19:30,24.968,24.774,24.798,24.944,24.653,24.847,25.525,24.823,24.847
3/3/16 19:45,24.919,24.726,24.75,24.895,24.605,24.798,25.477,24.774,24.798
3/3/16 20:00,24.895,24.702,24.726,24.871,24.581,24.774,25.428,24.75,24.75
3/3/16 20:15,24.847,24.677,24.677,24.823,24.557,24.726,25.38,24.702,24.726
3/3/16 20:30,24.823,24.653,24.653,24.798,24.508,24.677,25.355,24.677,24.677
3/3/16 20:45,24.798,24.653,24.629,24.75,24.484,24.653,25.307,24.629,24.653
3/3/16 21:00,24.75,24.629,24.605,24.726,24.46,24.605,25.258,24.605,24.605
3/3/16 21:15,24.726,24.605,24.557,24.677,24.436,24.581,25.21,24.581,24.581
3/3/16 21:30,24.702,24.581,24.532,24.629,24.388,24.532,25.186,24.532,24.532
3/3/16 21:45,24.653,24.557,24.484,24.605,24.363,24.508,25.137,24.508,24.508
3/3/16 22:00,24.629,24.532,24.46,24.581,24.339,24.46,25.089,24.484,24.484
3/3/16 22:15,24.605,24.508,24.436,24.532,24.315,24.46,25.065,24.46,24.46
3/3/16 22:30,24.581,24.508,24.412,24.508,24.291,24.412,25.016,24.412,24.412
3/3/16 22:45,24.557,24.484,24.388,24.46,24.243,24.388,24.968,24.388,24.388
3/3/16 23:00,24.508,24.46,24.363,24.436,24.219,24.339,24.944,24.363,24.339
3/3/16 23:15,24.484,24.436,24.339,24.412,24.195,24.315,24.895,24.315,24.315
3/3/16 23:30,24.46,24.412,24.315,24.363,24.171,24.291,24.847,24.315,24.291
3/3/16 23:45,24.436,24.412,24.291,24.339,24.146,24.267,24.798,24.267,24.267
3/4/16 0:00,24.412,24.388,24.267,24.315,24.122,24.243,24.774,24.267,24.243
3/4/16 0:15,24.388,24.363,24.219,24.291,24.098,24.219,24.726,24.219,24.219
3/4/16 0:30,24.363,24.363,24.219,24.267,24.074,24.195,24.677,24.219,24.195
3/4/16 0:45,24.339,24.339,24.195,24.243,24.05,24.171,24.653,24.195,24.171
3/4/16 1:00,24.315,24.339,24.171,24.219,24.026,24.146,24.605,24.171,24.146
3/4/16 1:15,24.315,24.315,24.146,24.195,24.002,24.122,24.581,24.146,24.122
3/4/16 1:30,24.291,24.291,24.122,24.171,23.978,24.122,24.532,24.122,24.098
3/4/16 1:45,24.267,24.291,24.098,24.146,23.954,24.098,24.484,24.098,24.074
3/4/16 2:00,24.243,24.267,24.074,24.122,23.93,24.074,24.46,24.098,24.074
3/4/16 2:15,24.219,24.243,24.05,24.098,23.905,24.05,24.412,24.074,24.05
3/4/16 2:30,24.195,24.243,24.026,24.074,23.881,24.026,24.388,24.05,24.026
3/4/16 2:45,24.171,24.219,24.002,24.026,23.857,24.002,24.339,24.026,24.002
3/4/16 3:00,24.171,24.171,23.978,24.002,23.833,23.978,24.291,24.002,23.978
3/4/16 3:15,24.146,24.171,23.954,23.978,23.809,23.954,24.267,23.978,23.954
3/4/16 3:30,24.098,24.146,23.93,23.954,23.785,23.93,24.219,23.954,23.93
3/4/16 3:45,24.074,24.122,23.905,23.93,23.761,23.905,24.171,23.93,23.905
3/4/16 4:00,24.074,24.098,23.881,23.905,23.713,23.881,24.146,23.905,23.881
3/4/16 4:15,24.05,24.074,23.857,23.881,23.689,23.857,24.098,23.881,23.857
3/4/16 4:30,24.026,24.074,23.833,23.857,23.665,23.833,24.05,23.881,23.833
3/4/16 4:45,24.002,24.05,23.809,23.833,23.665,23.833,24.026,23.857,23.833
3/4/16 5:00,23.978,24.026,23.785,23.809,23.641,23.809,23.978,23.857,23.809
3/4/16 5:15,23.954,24.026,23.761,23.785,23.617,23.785,23.93,23.833,23.785
3/4/16 5:30,23.93,24.002,23.737,23.761,23.593,23.761,23.905,23.833,23.785
3/4/16 5:45,23.93,24.002,23.713,23.737,23.569,23.761,23.857,23.809,23.761
3/4/16 6:00,23.905,23.978,23.689,23.713,23.545,23.737,23.833,23.785,23.761
3/4/16 6:15,23.881,23.954,23.665,23.689,23.521,23.713,23.785,23.785,23.737
3/4/16 6:30,23.881,23.954,23.665,23.689,23.497,23.713,23.737,23.761,23.713
3/4/16 6:45,23.857,23.954,23.641,23.665,23.472,23.689,23.713,23.761,23.713
3/4/16 7:00,23.833,23.93,23.617,23.641,23.472,23.689,23.665,23.737,23.689
3/4/16 7:15,23.833,23.93,23.617,23.641,23.448,23.689,23.641,23.737,23.689
3/4/16 7:30,23.809,23.93,23.617,23.641,23.448,23.689,23.617,23.761,23.713
3/4/16 7:45,23.809,23.93,23.617,23.641,23.448,23.689,23.593,23.761,23.713
3/4/16 8:00,23.809,23.93,23.593,23.641,23.448,23.689,23.593,23.761,23.737
3/4/16 8:15,23.833,23.954,23.617,23.641,23.448,23.713,23.569,23.785,23.761
3/4/16 8:30,23.833,24.002,23.641,23.665,23.472,23.761,23.593,23.857,23.809
3/4/16 8:45,23.833,24.05,23.713,23.689,23.521,23.833,23.593,23.905,23.881
3/4/16 9:00,23.857,24.098,23.785,23.785,23.569,23.905,23.641,24.002,23.978
3/4/16 9:15,23.881,24.171,23.857,23.881,23.617,24.002,23.713,24.122,24.098
3/4/16 9:30,23.93,24.267,23.954,24.002,23.689,24.074,23.833,24.219,24.219
3/4/16 9:45,24.05,24.363,24.074,24.146,23.785,24.171,23.954,24.339,24.339
3/4/16 10:00,24.171,24.484,24.171,24.291,23.905,24.291,24.074,24.484,24.484
3/4/16 10:15,24.291,24.605,24.291,24.557,24.484,24.798,24.315,24.702,24.798
3/4/16 11:30,24.871,24.75,24.847,25.307,25.477,26.353,25.331,25.963,26.475
3/4/16 11:45,25.113,25.04,24.871,24.919,24.484,24.871,24.895,25.089,25.186
3/4/16 12:00,25.186,25.089,24.919,24.992,24.532,24.919,24.992,25.162,25.234
3/4/16 12:15,25.355,25.186,25.089,25.137,24.653,25.04,25.137,25.283,25.355
3/4/16 12:30,25.501,25.283,25.21,25.283,24.798,25.162,25.283,25.404,25.477
3/4/16 12:45,25.574,25.355,25.258,25.355,24.871,25.258,25.404,25.477,25.574
3/4/16 13:00,25.598,25.38,25.307,25.404,24.919,25.307,25.453,25.525,25.623
3/4/16 13:15,25.623,25.38,25.307,25.428,24.944,25.331,25.501,25.55,25.647
3/4/16 13:30,25.671,25.404,25.355,25.477,24.992,25.38,25.55,25.574,25.671
3/4/16 13:45,25.695,25.428,25.38,25.501,25.04,25.428,25.598,25.598,25.695
3/4/16 14:00,25.866,25.501,25.501,25.647,25.162,25.55,25.744,25.744,25.841
3/4/16 14:15,25.963,25.623,25.574,25.744,25.258,25.671,25.866,25.841,25.963
3/4/16 14:30,26.085,25.695,25.671,25.841,25.355,25.793,25.987,25.939,26.036
3/4/16 14:45,26.182,25.768,25.768,25.939,25.453,25.914,26.109,26.012,26.061
3/4/16 15:00,26.231,25.817,25.841,26.012,25.525,26.036,26.182,26.061,26.109
3/4/16 15:15,26.28,25.866,25.89,26.061,25.574,26.256,26.256,26.085,26.109
3/4/16 15:30,26.304,25.914,25.963,26.109,25.647,26.378,26.304,26.109,26.109
3/4/16 15:45,26.329,25.939,25.987,26.158,25.671,26.475,26.329,26.109,26.158
3/4/16 16:00,26.353,25.963,25.963,26.182,25.695,26.5,26.353,26.109,26.134
3/4/16 16:15,26.353,25.963,25.939,26.182,25.72,26.598,26.378,26.085,26.182
3/4/16 16:30,26.353,25.963,25.914,26.207,25.72,26.671,26.378,26.085,26.256
3/4/16 16:45,26.304,25.963,25.89,26.182,25.744,26.769,26.353,26.061,26.329
3/4/16 17:00,26.256,25.939,25.866,26.182,25.744,26.818,26.353,26.036,26.378
3/4/16 17:15,26.207,25.914,25.817,26.158,25.72,26.793,26.329,26.012,26.378
3/4/16 17:30,26.134,25.89,25.768,26.109,25.695,26.744,26.28,25.987,26.329
3/4/16 17:45,26.061,25.841,25.744,26.036,25.671,26.646,26.207,25.939,26.28
3/4/16 18:00,25.987,25.793,25.695,25.987,25.623,26.573,26.158,25.89,26.207
3/4/16 18:15,25.914,25.768,25.623,25.939,25.598,26.5,26.085,25.817,26.134
3/4/16 18:30,25.841,25.72,25.574,25.866,25.55,26.426,26.036,25.768,26.085
3/4/16 18:45,25.768,25.671,25.525,25.817,25.501,26.353,25.963,25.72,26.012
3/4/16 19:00,25.695,25.623,25.477,25.744,25.477,26.28,25.914,25.671,25.939
3/4/16 19:15,25.623,25.574,25.428,25.695,25.428,26.207,25.841,25.623,25.89
3/4/16 19:30,25.55,25.525,25.38,25.623,25.38,26.134,25.793,25.574,25.817
3/4/16 19:45,25.501,25.477,25.331,25.574,25.331,26.036,25.72,25.501,25.744
3/4/16 20:00,25.428,25.428,25.283,25.525,25.307,25.963,25.671,25.453,25.695
3/4/16 20:15,25.38,25.38,25.234,25.453,25.258,25.914,25.598,25.404,25.623
3/4/16 20:30,25.307,25.355,25.21,25.404,25.234,25.841,25.55,25.355,25.574
3/4/16 20:45,25.258,25.307,25.162,25.355,25.186,25.768,25.501,25.307,25.501
3/4/16 21:00,25.21,25.258,25.113,25.307,25.137,25.695,25.453,25.258,25.453
3/4/16 21:15,25.162,25.21,25.065,25.258,25.113,25.647,25.404,25.21,25.404
3/4/16 21:30,25.113,25.186,25.04,25.21,25.065,25.574,25.355,25.186,25.355
3/4/16 21:45,25.089,25.137,24.992,25.162,25.04,25.525,25.307,25.137,25.307
3/4/16 22:00,25.04,25.113,24.968,25.137,24.992,25.477,25.258,25.089,25.258
3/4/16 22:15,24.992,25.065,24.944,25.089,24.968,25.428,25.21,25.065,25.21
3/4/16 22:30,24.968,25.04,24.895,25.065,24.944,25.38,25.162,25.016,25.186
3/4/16 22:45,24.944,24.992,24.871,25.016,24.895,25.307,25.137,24.992,25.137
3/4/16 23:00,24.895,24.968,24.847,24.992,24.871,25.258,25.089,24.944,25.089
3/4/16 23:15,24.871,24.944,24.823,24.944,24.847,25.21,25.065,24.919,25.04
3/4/16 23:30,24.847,24.895,24.798,24.919,24.823,25.162,25.016,24.871,25.016
3/4/16 23:45,24.823,24.871,24.75,24.871,24.774,25.113,24.992,24.847,24.968
3/5/16 0:00,24.774,24.823,24.726,24.847,24.75,25.065,24.944,24.798,24.919
3/5/16 0:15,24.75,24.798,24.702,24.798,24.702,25.016,24.895,24.774,24.871
3/5/16 0:30,24.702,24.75,24.653,24.75,24.677,24.968,24.847,24.726,24.823
3/5/16 0:45,24.677,24.726,24.629,24.726,24.629,24.919,24.823,24.677,24.798
3/5/16 1:00,24.629,24.677,24.581,24.677,24.605,24.871,24.774,24.653,24.75
3/5/16 1:15,24.605,24.653,24.557,24.629,24.557,24.823,24.726,24.605,24.702
3/5/16 1:30,24.581,24.605,24.532,24.605,24.532,24.774,24.702,24.581,24.677
3/5/16 1:45,24.557,24.581,24.508,24.581,24.508,24.75,24.677,24.557,24.629
3/5/16 2:00,24.532,24.557,24.484,24.557,24.484,24.702,24.629,24.508,24.605
3/5/16 2:15,24.484,24.508,24.46,24.508,24.436,24.653,24.605,24.484,24.557
3/5/16 2:30,24.46,24.484,24.436,24.484,24.412,24.605,24.557,24.46,24.508
3/5/16 2:45,24.436,24.436,24.412,24.46,24.363,24.557,24.532,24.412,24.484
3/5/16 3:00,24.412,24.412,24.363,24.412,24.339,24.508,24.484,24.388,24.436
3/5/16 3:15,24.388,24.363,24.339,24.388,24.291,24.46,24.46,24.339,24.412
3/5/16 3:30,24.363,24.339,24.315,24.339,24.267,24.436,24.412,24.315,24.363
3/5/16 3:45,24.315,24.291,24.267,24.315,24.219,24.363,24.388,24.267,24.315
3/5/16 4:00,24.291,24.267,24.243,24.267,24.195,24.315,24.339,24.243,24.291
