Names,TA,Mass,
20160627_CRM.csv,2244.464831,100.03,NA
20160627_TANK10.csv,2161.457641,100,NA
20160627_TANK11.csv,2166.813625,99.97,NA
20160627_TANK12.csv,2171.369661,100.02,NA
20160627_TANK13.csv,2159.564774,100.04,NA
20160627_TANK14.csv,2158.565981,100.03,NA
20160627_TANK15.csv,2159.031898,99.97,NA
20160627_TANK16.csv,2176.081701,99.99,NA
20160627_TANK17.csv,2171.921444,99.99,NA
20160627_TANK18.csv,2167.380069,100.01,NA
20160627mass.csv,NA,NA,NA
TA 20160627 .csv,NA,NA,NA
