Names,TA,Mass,
20160512_CRM.csv,2206.695555,100,NA
20160512_TANK10.csv,2115.649065,100.13,NA
20160512_TANK11.csv,2133.322881,99.98,NA
20160512_TANK12.csv,2128.172344,100.08,NA
20160512_TANK13.csv,2115.84977,99.94,NA
20160512_TANK14.csv,2132.679018,99.94,NA
20160512_TANK15.csv,2125.482902,99.97,NA
20160512_TANK16.csv,2131.68259,100.1,NA
20160512_TANK17.csv,2136.835979,100,NA
20160512_TANK18.csv,2119.642913,100.16,NA
20160512mass.csv,NA,NA,NA
TA 20160512 .csv,NA,NA,NA
