Names,TA,Mass,
20160321_CRM.csv,2215.215502,100.02,NA
20160321_TANK10.csv,2210.284242,100.12,NA
20160321_TANK11.csv,2208.889432,100.14,NA
20160321_TANK12.csv,2215.466854,99.99,NA
20160321_TANK13.csv,2203.727681,100.03,NA
20160321_TANK14.csv,2205.884153,100.02,NA
20160321_TANK15.csv,2207.624498,100.33,NA
20160321_TANK16.csv,2207.221986,100.11,NA
20160321_TANK17.csv,2207.351732,100,NA
20160321_TANK18.csv,2212.365853,100.21,NA
20160321mass.csv,NA,NA,NA
TA 20160321 .csv,NA,NA,NA
