Tank,Mass,Salinity
20160321_CRM,100.02,33.561
20160321_TANK10,100.12,34.2
20160321_TANK11,100.14,34.2
20160321_TANK12,99.99,34.2
20160321_TANK13,100.03,34.1
20160321_TANK14,100.02,34.2
20160321_TANK15,100.33,34.1
20160321_TANK16,100.11,34.1
20160321_TANK17,100,34.1
20160321_TANK18,100.21,34.1
